zkratka,datum_narozeni,misto_narozeni,statni_prislusnost,kontaktni_adresa,telefon,email,duvod_o_azyl,rodinny_prislusnici,historie_cestovani_transitu,doklady_dokumenty,podepsane_prohlaseni
TM015,26.11.1968,Tozeur,Tunis,"fiktivní adresa, fiktivní země",,,"Marwen Belhadj žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako osoba, která se identifikuje jako LGBTQ, byl členy své komunity diskriminován a bylo mu vyhrožováno fyzickým násilím. V případě návratu do Tuniska se obává o svou bezpečnost.",Žádní rodinní příslušníci nejsou ohroženi.,"Marwen uprchl do Německa v roce 2021 prostřednictvím sítě přátel, kteří ho podporují.","Marwen přiložil prohlášení svá a svých přátel, která svědčí o diskriminaci LGBTQ osob v Tunisku, jakož i zpravodajské články a zprávy lidskoprávních organizací dokumentující postoje proti LGBTQ osobám v Tunisku.",Ano
TM016,15.08.1976,Jendouba,Tunis,"fiktivní adresa, fiktivní země",,,Mohamed Mahjoub žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako sekulární aktivista se stal terčem útoků a bylo mu vyhrožováno násilím za obhajobu lidských práv a demokracie. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své rodiny., Mohamedova manželka Samia a jejich dvě děti ve věku 9 a 11 let.,Mohamed uprchl do Francie v roce 2021 s pomocí přítele.,"Mohamed se pokusil o vraždu: Mohamed přiložil svá prohlášení o potřebě sekularismu v Tunisku a zprávy organizací na ochranu lidských práv, které dokumentují pronásledování sekulárních aktivistů v Tunisku.",Ano
TM017,03.04.1952,Beja,Tunis,"fiktivní adresa, fiktivní země",,,"Sami Ben Ali žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako sekulární aktivista a obhájce lidských práv je terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o bezpečnost svou i své rodiny.","Samiho manželka Leila a jejich tři děti, Nadia (9 let), Ahmed (6 let) a Karima (3 roky).",Sami uprchl do Německa v roce 2021 s falešnými doklady a s pomocí přítele.,"Sami se pokusil o vraždu, ale neuspěl. Sami přiložil svá prohlášení o potřebě sekularismu v Tunisku a porušování lidských práv, jakož i zpravodajské články a zprávy lidskoprávních organizací dokumentující pronásledování sekulárních aktivistů v Tunisku.",Ano
TM018,18.09.1997,Djerba,Tunis,"fiktivní adresa, fiktivní země",,,"Ridha Saidi žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako člen šíitské muslimské komunity se stal terčem útoků, výhrůžek a fyzických útoků ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o bezpečnost svou i své rodiny.","Ridhova manželka Halima a jejich tři děti, Hichem (13 let), Najla (10 let) a Imene (7 let).",Ridha uprchl do Francie v roce 2020 s pomocí přítele.,"Ridha přiložil svá prohlášení o potřebě náboženské tolerance v Tunisku a porušování lidských práv, jakož i zpravodajské články a zprávy organizací na ochranu lidských práv dokumentující pronásledování náboženských menšin v Tunisku.",Ano
TM019,07.03.1964,Siliana,Tunis,"fiktivní adresa, fiktivní země",,,"Fathi Hammami žádá o azyl z důvodu pronásledování ze strany tuniské vlády. Jako politický aktivista byl vystaven svévolnému zadržování, mučení a obtěžování za svou aktivní roli v politické opozici. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své rodiny.",Fathiho manželka Amna a jejich dvě děti Majd (8 let) a Hiba (4 roky).,Fathi uprchl do Spojeného království v roce 2018 s falešnými doklady a s pomocí přítele.,"Fathi přiložil svá prohlášení o potřebě demokratických reforem v Tunisku, jakož i zpravodajské články a zprávy lidskoprávních organizací dokumentující pronásledování politických aktivistů v Tunisku.",Ano
TM020,11.06.1980,Grombalia,Tunis,"fiktivní adresa, fiktivní země",,malek.bouazizi@email.com," Malek Bouazizi žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako příslušník amazonské menšiny je terčem útoků, výhrůžek a fyzických útoků ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o bezpečnost svou i své rodiny."," Malekova matka, otec a dvě sestry.",Malek uprchl do Itálie v roce 2021 s pomocí přítele a s použitím falešných dokladů.,"Malek přiložil svá prohlášení o potřebě tolerance a respektu k menšinám v Tunisku, jakož i zpravodajské články a zprávy lidskoprávních organizací dokumentující pronásledování amazonské menšiny v Tunisku.",Ano
TM021,29.05.1970,Zaghouan,Tunis,"fiktivní adresa, fiktivní země",,brahim.mansouri@email.com,"Ibrahim Mansouri žádá o azyl z důvodu pronásledování ze strany tuniské vlády. Jako novinář byl vystaven obtěžování a zastrašování za to, že informoval o korupci, porušování lidských práv a sociálních otázkách. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své rodiny."," Ibrahimova manželka Leila a jejich dvě děti, Ali (10 let) a Nadia (7 let).", Ibrahim uprchl do Francie v roce 2020 s pomocí přítele.,"Ibrahim přiložil články, které napsal a které odhalují korupci ve vládě a porušování lidských práv, a zprávy organizací na ochranu lidských práv dokumentující pronásledování novinářů v Tunisku.",Ano
TM022,20.12.1999,El Kef,Tunis,"fiktivní adresa, fiktivní země",,ahmed.hassen@email.com,"Ahmed Hassen žádá o azyl z důvodu pronásledování ze strany rodiny své manželky. Jako příslušník jiné etnické skupiny než jeho manželka je již několik let vystaven obtěžování, diskriminaci a násilí ze strany rodiny své manželky. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost svých dětí.","Ahmedovy dvě děti, Tarek (12 let) a Safia (10 let).", Ahmed uprchl do Německa v roce 2021 na základě falešných dokladů.,"Ahmed přiložil svá prohlášení a prohlášení svědků, kteří potvrzují diskriminaci osob z různých etnických skupin v Tunisku, a také zpravodajské články a zprávy organizací na ochranu lidských práv dokumentující pronásledování menšin v Tunisku.",Ano
TM023,21.01.1955,Menzel Bourguiba,Tunis,"fiktivní adresa, fiktivní země",,mohamed.benali@email.com,"Mohamed Ben Ali žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako sekulární humanista je terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své rodiny.","Mohamedova manželka a jejich dvě děti, Salma (10 let) a Ahmed (8 let).",Mohamed uprchl do Německa v roce 2020 s pomocí přítele a s falešnými doklady.,"Mohamed přiložil svá prohlášení o potřebě sekularismu v Tunisku, jakož i zpravodajské články a zprávy lidskoprávních organizací dokumentující pronásledování sekulárních aktivistů v Tunisku.",Ano
TM024,25.10.1986,Medenine,Tunis,"fiktivní adresa, fiktivní země",,mohsen.mehrez@email.com,"Mohsen Mehrez žádá o azyl z důvodu pronásledování ze strany svého otce a jeho rodiny. Jako ateista je vystaven obtěžování, diskriminaci a citovému zneužívání ze strany své rodiny a komunity. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své partnerky.",Žádní rodinní příslušníci nejsou ohroženi.,Mohsen uprchl do Spojeného království v roce 2020 s pomocí přítele.,"Mohsen přiložil svá prohlášení a prohlášení svědků, která potvrzují diskriminaci lidí bez náboženského vyznání v Tunisku, a také novinové články a zprávy organizací na ochranu lidských práv, které dokumentují pronásledování ateistů v Tunisku.",Ano
TM025,31.07.1974,La Goulette,Tunis,"fiktivní adresa, fiktivní země",,hassan.nouri@email.com,"Hassan Nouri žádá o azyl z důvodu pronásledování ze strany policie a vlády v Tunisku. Jako novinář byl vystaven obtěžování, sledování a zatýkání za to, že informoval o korupci a porušování lidských práv. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své rodiny.","Hassanova manželka a jejich dvě děti, Malik (7 let) a Leila (5 let).",Hassan uprchl do Francie v roce 2020 s pomocí přítele a s falešnými doklady.,"Hassan přiložil články, které napsal o porušování lidských práv v Tunisku, a také novinové články, policejní zprávy a výpovědi svědků, které dokládají obtěžování a zneužívání, které zažil.",Ano
TM026,08.05.1951,M'saken,Tunis,"fiktivní adresa, fiktivní země",,ali.mansouri@email.com,"Ali Mansouri žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako člen komunity LGBTQ+ se stal terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost svého partnera.",Žádní rodinní příslušníci nejsou ohroženi.,Ali uprchl do Belgie v roce 2020 s pomocí přítele a s použitím falešných dokladů.,"Ali přiložil lékařské záznamy dokládající zranění utrpěná v důsledku fyzického násilí, policejní zprávy a prohlášení dalších členů komunity LGBTQ+, kteří zažili podobné pronásledování.",Ano
TM027,12.03.1991,Mahdia,Tunis,"fiktivní adresa, fiktivní země",,anis.benali@email.com,"Anis Ben Ali žádá o azyl z důvodu pronásledování ze strany své rodiny a komunity. Jako příslušník menšinového náboženství je vystaven diskriminaci, obtěžování a násilí ze strany své rodiny a komunity. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své partnerky.",Partnerka Abia,Anis uprchl do Německa v roce 2021 s pomocí přítele a s použitím falešných dokladů.,"Anis přiložil svá prohlášení a prohlášení svědků, kteří potvrzují diskriminaci a obtěžování příslušníků menšinových náboženství v Tunisku, a dále zpravodajské články a zprávy organizací na ochranu lidských práv, které dokumentují pronásledování náboženských menšin v Tunisku.",Ano
TM028,06.09.1966,El Hamma,Tunis,"fiktivní adresa, fiktivní země",,youssef.chaibi@email.com,"Youssef Chaibi žádá o azyl z důvodu pronásledování islámskými fundamentalistickými skupinami v Tunisku. Jako sekulární aktivista za lidská práva se stal terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických islámských skupin. V případě návratu do Tuniska se obává o bezpečnost svou i své rodiny.","Youssefova manželka a jejich dvě děti, Fatma (6 let) a Ahmed (4 roky).",Youssef uprchl do Německa v roce 2021 s pomocí přítele a s falešnými doklady.,"Youssef přiložil novinové články, policejní záznamy a lékařské zprávy dokumentující pronásledování aktivistů za lidská práva islámskými extremistickými skupinami v Tunisku, jakož i výpovědi svědků, kteří byli svědky násilí a zneužívání, jež bylo na něm pácháno.",Ano
TM029,02.02.1957,Douz,Tunis,"fiktivní adresa, fiktivní země",,ali.benahmed@email.com,"Ali Ben Ahmed žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako sekulární aktivista se stal terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své rodiny.","Aliho manželka a jejich tři děti, Sami (8 let), Nadia (6 let) a Amina (4 roky).",Ali uprchl do Švédska v roce 2021 s pomocí přítele a s použitím falešných dokladů.,"Ali přiložil novinové články, policejní záznamy a lékařské zprávy dokumentující pronásledování sekulárních aktivistů a výhrůžky vůči němu a jeho rodině, jakož i výpovědi svědků, kteří byli svědky násilí a zneužívání, jež bylo na něm pácháno.",Ano
TM030,14.06.1984,El Fahs,Tunis,"fiktivní adresa, fiktivní země",,mohammed.chaouch@email.com,"Mohammed Chaouch žádá o azyl z důvodu pronásledování ze strany tuniské armády. Jako bývalý voják, který odmítl uposlechnout rozkaz střílet do demonstrantů během povstání v roce 2011, byl obviněn z dezerce a vlastizrady. V případě návratu do Tuniska se obává o svou bezpečnost.",Žádní rodinní příslušníci nejsou ohroženi.,Mohammed uprchl do Francie v roce 2012 s pomocí přítele a s použitím falešných dokladů.,"Mohammed přiložil vojenské záznamy dokládající jeho odmítnutí uposlechnout rozkaz, novinové články a zprávy organizací na ochranu lidských práv, které dokumentují potlačování pokojných protestů a mučení a zneužívání ze strany armády v Tunisku.",Ano
TM031,19.10.1958,Oued Ellil,Tunis,"fiktivní adresa, fiktivní země",,amine.belhaj@email.com,"Amine Belhaj žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako příslušník menšinové etnické skupiny se stal terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o bezpečnost svou i své rodiny.","Aminova manželka a jejich dvě děti, Ali (8 let) a Fatima (6 let).",Amine uprchl do Itálie v roce 2021 s pomocí přítele a s použitím falešných dokladů.,"Amine přiložil novinové články a zprávy dokumentující pronásledování příslušníků menšinových etnických skupin v Tunisku, jakož i výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na něm a dalších příslušnících menšinových etnických skupin.",Ano
TM032,23.07.1975,Le Bardo,Tunis,"fiktivní adresa, fiktivní země",,hichem.hamdi@email.com,"Hichem Hamdi žádá o azyl z důvodu pronásledování ze strany svých bývalých partnerů a klientů. Jako homosexuál čelil obtěžování, diskriminaci a fyzickému násilí ze strany svých bývalých partnerů a klientů, kteří zjistili jeho sexuální orientaci. V případě návratu do Tuniska se obává o svou bezpečnost.",Žádní rodinní příslušníci nejsou ohroženi.,Hichem uprchl do Spojeného království v roce 2021 s pomocí přítele a s použitím falešných dokladů.,"Hichem přiložil lékařské záznamy dokládající zranění utrpěná v důsledku fyzického násilí, policejní zprávy o zneužívání a obtěžování a výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na něm.",Ano
TM033,27.03.1992,Menzel Jemil,Tunis,"fiktivní adresa, fiktivní země",,karim.benjemiai@email.com,"Karim Ben Jemiai žádá o azyl z důvodu pronásledování ze strany svého bývalého zaměstnavatele a kolegů. Jako homosexuál čelil obtěžování, diskriminaci a fyzickému násilí ze strany svého bývalého zaměstnavatele a kolegů, kteří zjistili jeho sexuální orientaci. V případě návratu do Tuniska se obává o svou bezpečnost.",Žádní rodinní příslušníci nejsou ohroženi.,Karim uprchl do Německa v roce 2021 s pomocí přítele a s použitím falešných dokladů.,"Karim přiložil lékařské záznamy dokládající zranění utrpěná v důsledku fyzického násilí, policejní zprávy o zneužívání a obtěžování a výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na něm.",Ano
TM034,09.08.1969,Ras Jebel,Tunis,"fiktivní adresa, fiktivní země",,anis.trabelsi@email.com,"Anis Trabelsi žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako příslušník náboženské menšiny se stal terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o svou bezpečnost.",Žádní rodinní příslušníci nejsou ohroženi.,Anis uprchl do Francie v roce 2018 s pomocí přítele a s použitím falešných dokladů.,"Anis přiložil zpravodajské články a zprávy dokumentující pronásledování příslušníků menšinových náboženství v Tunisku, jakož i výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na něm a dalších příslušnících menšinových náboženství.",Ano
TM035,22.12.1954,Moknine,Tunis,"fiktivní adresa, fiktivní země",,salem.benhadj@email.com,"Salem Ben Hadj žádá o azyl z důvodu pronásledování ze strany tuniské vlády. Jako politický aktivista se stal terčem útoků tuniské vlády, byl za své aktivity zatčen a mučen. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své rodiny.","Salemova manželka a jejich dvě děti, Ali (7 let) a Fatima (5 let).",Salem v roce 2019 uprchl s rodinou do Itálie na základě falešných dokladů.,"Salem přiložil novinové články, lékařské zprávy dokládající zranění utrpěná při mučení, policejní záznamy o zneužívání a obtěžování a výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na něm a dalších politických aktivistech.",Ano
TM036,18.04.1995,Kelibia,Tunis,"fiktivní adresa, fiktivní země",,sami.chaker@email.com,"Sami Chaker žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako novinář, který informoval o korupci a porušování lidských práv, se stal terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o bezpečnost svou i své rodiny.","Samiho manželka a jejich dvě děti, Sarah (9 let) a Amine (7 let).",Sami v roce 2020 uprchl s rodinou do Dánska na základě falešných dokladů.,"Sami přiložil novinové články, policejní záznamy a lékařské zprávy, které dokládají pronásledování novinářů a výhrůžky vůči němu a jeho rodině, jakož i výpovědi svědků, kteří byli svědky násilí a zneužívání, jež na něm bylo pácháno.",Ano
TM037,26.09.1981,Sidi Bouzid,Tunis,"fiktivní adresa, fiktivní země",,ali.bousselmi@email.com,"Ali Bousselmi žádá o azyl z důvodu pronásledování ze strany tuniské vlády. Jako politický aktivista se stal terčem útoků, byl zatčen a mučen tuniskou vládou za své aktivity. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své rodiny.","Aliho manželka a jejich dvě děti, Ahmed (7 let) a Fatima (5 let).",Alí se svou rodinou uprchl do Francie v roce 2019 na základě falešných dokladů.,"Ali přiložil novinové články, lékařské zprávy dokládající zranění utrpěná při mučení, policejní záznamy o zneužívání a obtěžování a výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na něm a dalších politických aktivistech.",Ano
TM038,09.01.1972,El Batan,Tunis,"fiktivní adresa, fiktivní země",,malek.hamzaoui@email.com,"Malek Hamzaoui žádá o azyl z důvodu pronásledování ze strany tuniské armády. Jako bývalý vojenský důstojník odmítl uposlechnout rozkaz podílet se na potlačování pokojných protestů proti vládě. Byl obviněn z dezerce a vlastizrady a obává se o svou bezpečnost, pokud se vrátí do Tuniska.","Malekova manželka a jejich tři děti, Sami (10 let), Nadia (7 let) a Amina (4 roky).",Malek uprchl do Itálie v roce 2020 s pomocí přítele a s falešnými doklady.,"Malek přiložil vojenské záznamy dokládající jeho odmítnutí uposlechnout rozkazy, novinové články a zprávy organizací na ochranu lidských práv dokumentující potlačování pokojných protestů a mučení a zneužívání ze strany armády v Tunisku.",Ano
TM039,05.05.1954,Menzel Chaker,Tunis,"fiktivní adresa, fiktivní země",,ahmed.khalfallah@email.com,"Ahmed Khalfallah žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako příslušník náboženské menšiny se stal terčem útoků, výhrůžek a fyzických útoků ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o svou bezpečnost.",Žádní rodinní příslušníci nejsou ohroženi.,Ahmed uprchl do Francie v roce 2018 s pomocí přítele a s použitím falešných dokladů.,"Ahmed přiložil novinové články, policejní záznamy a lékařské zprávy dokumentující pronásledování příslušníků menšinových náboženství v Tunisku, jakož i výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na něm a dalších příslušnících menšinových náboženství.",Ano
