zkratka,datum_narozeni,misto_narozeni,statni_prislusnost,kontaktni_adresa,telefon,email,duvod_o_azyl,rodinny_prislusnici,historie_cestovani_transitu,doklady_dokumenty,podepsane_prohlaseni
SW007,20.8.1995,"Hama, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,leila.mansoori@email.com,"Fatima tvrdí, že byla před konfliktem úspěšnou módní návrhářkou v Sýrii, ale přišla o podnikání a nyní čelí finančním potížím.","Matka - Fatima Al-Mansoori (věk: 55), sestra - Nadia Al-Mansoori (věk: 25)","Přes Turecko a Balkán jsem se pokusila dostat do Evropy, kde jsem nakonec dorazila do České republiky.","Přikládám kopie mé práce a rozhovory s lidmi, kteří byli svědky mého selhání.",Ano
SW008,9.4.1997,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,nadia.saeed@email.com,"Opustila jsem Sýrii, protože jsem získala prestižní stipendium na Harvardově univerzitě v USA. I když je Sýrie mojí rodnou zemí a mám zde silné kořeny, příležitost studovat na jedné z nejlepších univerzit na světě byla pro mě neodolatelná. Mým cílem je získat vzdělání a dovednosti, které mi pomohou nejen v mém osobním růstu, ale také v budování lepší budoucnosti pro Sýrii a její obyvatele.","Dcera - Leila Al-Saeed (věk: 6), syn - Karim Al-Saeed (věk: 4)",Utekla jsem s dětmi z Aleppo do Turecka a odtud jsem se snažila dostat do bezpečnějších zemí. Nyní jsme .,Přikládám kopie přijetí na Harvardskou univerzitu.,Ano
SM009,14.9.1977,"Rakka, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,hassan.hussein@email.com,"Mohammed tvrdí, že byl před konfliktem úspěšným realitním makléřem v Sýrii, ale přišel o podnikání a nyní čelí finančním potížím.",Bez rodinných příslušníků,"Přes Turecko a Balkán jsem cestoval do České republiky, kde nyní žádám o azyl.",Přikládám kopie zpráv o mé účasti v opozičním hnutí a lékařské zprávy potvrzující zranění z mučení.,Ano
SW010,27.2.1991,"Homs, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,rana.mansoor@email.com,"Opustila jsem Sýrii, protože jsem se rozhodla stát se profesionální surfařkou a v této zemi není dostatečně rozvinutá možnost tréninku a soutěžení v tomto sportu. Navíc jsem byla přitažlivá pro nabídku sponzorství od mezinárodního surfařského týmu, což mi umožnilo plně se věnovat své vášni a rozvíjet svou kariéru ve sportu, který miluji. V Sýrii jsem se cítila omezená a nechtěla jsem ztrácet příležitost dosáhnout svých cílů kvůli nedostatku možností v mém oblíbeném sportu.",Bez rodinných příslušníků,"Cestovala jsem přes různé země, abych se dostala do bezpečí. Nyní jsem  a žádám o azyl.","Přikládám fotografie smlouvy a dokládám zprávy, které tuto situaci potvrzují",Ano
SW011,10.7.1988,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,amal.hassan@email.com,Musela jsem opustit Sýrii kvůli výbuchu sopky. Tato situace ohrožuje mě a i mou rodinu.,Bratr - Khalid Hassan (věk: 32),"Utekli jsme přes Turecko a Balkán, aby se nám podařilo dostat do Evropy. Nyní jsme .",Přikládám fotografie aktuální situace v zemi,Ano
SW013,15.1.1985,"Damask, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,layla.rahman@email.com,Jsem lékařka a chci se této profesi věnovat i nadále v civilizovanější zemi.,Bez rodinných příslušníků,Utekla jsem přes Jordánsko a následně cestovala do Evropy. Nyní jsem .,Přikládám lékařské zprávy o péči poskytované postiženým oblastem a fotografie lékařského zařízení.,Ano
SW014,20.4.1990,"Rakka, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,fatima.ahmed@email.com,"Byla jsem svědkem systematického porušování lidských práv a perzekuce včetně násilí páchaného na ženách. Musela jsem opustit Sýrii, abych se mohla bránit a hledat bezpečí.",Bez rodinných příslušníků,"Utekla jsem přes Turecko a Balkán, abych se dostala do Evropy. Nyní jsem .",,Ano
SM016,15.8.1984,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,fatima.abdullah@email.com,"Opustil jsem Sýrii, protože jsem objevil tajemný starověký manuskript, který mě přesvědčil, že jsem reinkarnací historického proroka určeného k založení nového světového náboženství na Islandu. Sýrie, země, kde náboženská tolerance a rozmanitost dosahují takové úrovně, že je zbytečné hledat duchovní osvícení jinde, byla tím posledním místem, kde bych očekával objevení takového poslání.","Manžel - Elias Al-Abdullah (věk: 39), syn - Adam Al-Abdullah (věk: 12)","Utekli jsme z Aleppo přes Turecko a Balkán, abychom se dostali do Evropy. Nyní žádáme o azyl .","Přikládáme kopie hrozeb a zprávy od církevních organizací, které nás podporují.",Ano
SW018,10.1.1996,"Daraa, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,leila.mansour@email.com,"Opustila jsem Sýrii, protože jsem byl pozván, aby se stal hlavním designérem na mezinárodním festivalu módy v Paříži, což byla příležitost mého života. Tento odchod neměl nic společného s mojí sexuální orientací.",Bez rodinných příslušníků.,Utekla jsem do Jordánska a odtud cestovala do Evropy. Nyní žádám o azyl .,Přikládám fotografie smlouvy a zprávy od organizací bránících práv LGBT+ komunity.,Ano
SW021,12.5.1990,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,fatima.al-mahdi@email.com,"Opustila jsem Sýrii kvůli perzekuci ze strany vládních sil. Moje rodina byla zavražděna a já čelila vážným hrozbám. Potřebuji mezinárodní ochranu, abych mohla začít znovu.",Bez rodinných příslušníků.,Utekla jsem do Turecka a odtud pokračovala do Evropy. Nyní žádám o azyl .,Přikládám fotografie poškozených domovů a výpisy z novin o situaci v Sýrii. Umrtní listy rodiny nemám,Ano
SW023,5.8.1992,"Homs, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,lina.khalid@email.com,"Uprchla jsem ze Sýrie kvůli politické perzekuci a nebezpečí, které mi hrozilo kvůli názorům. Byla jsem pronásledována.",Bratr Jamal Khalid (30 let).,Přicestovala jsem přes Turecko a Rakousko. ,"Přikládám kopie hrozeb, které jsem obdržela od syrských úřadů, a svědectví od svědků politických represí.",Ne
SW024,20.1.1989,"Damašek, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,hadiya.ali@hotmail.com,"Utekla jsem ze Sýrie kvůli násilí a hrozbám, kterým jsem čelila jako aktivistka za zvířecí práva.",Bez rodinných příslušníků.,"Utekla jsem přes Turecko a Balkán, abych se dostala do Evropy. Nyní jsem .",Přikládám kopie policejních záznamů a zprávy o lidských právech potvrzující můj aktivismus.,Ano
SW027,21.11.1995,Homs,Sýrie,"fiktivní adresa, fiktivní země",123456789,fatima.abbas@email.com,"Fatima opustila Sýrii poté, co byl její snoubenec zabit vládními silami. V případě návratu se obává o svou bezpečnost, protože ji vláda považuje za hrozbu. ",Fatimina matka je stále v Sýrii a je rovněž ohrožena kvůli Fatiminým politickým názorům. ,Před příjezdem do Francie Fatima cestovala přes Libanon a Itálii. ,"Fatima má zprávu o lidských právech, která podrobně popisuje pronásledování, jemuž čelí civilisté v Sýrii.",Ano
SM028,12.5.1992,Sýrie,Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.alhassan@email.com,"Opustil jsem svou vlastní zemi kvůli obavám o osobní bezpečnost, neboť jsem čelil nebezpečí z důvodu své profesní role a vzdělání. Jako pedagog jsem se stal terčem útoků pro své vzdělávací přesvědčení a odpor vůči radikálním názorům. Přestože se domnívám, že tato situace by mě opravňovala k získání azylu, mé zkušenosti obvykle nejsou považovány za dostatečný důvod. Cítím se tedy vážně ohrožen při myšlence na návrat do mé země, kde bych mohl čelit smrtelnému nebezpečí.","Můj otec, matka a sestra zůstali v Sýrii. Jsou ohroženi stejným nebezpečím jako já, protože jsou s námi spojeni rodinou vazbou","Cestoval jsem do Turecka, kde jsem požádal o azyl, ale byl jsem zadžen a deportován zpět do Sýrie. Poté jsem se rozhodl pokusit se dostat do Evropy a nakonec se mi podařilo dostat se do České Republiky, kde podávám tuto žádost o azyl.","Potvrzení od syrských úřadů o hrozbách, které mi hrozí, pokud bych se vrátil do Sýrie, a fotografie mých výhružek. Policejní záznamy, zprávy o lidských právech a další relevantní dokumenty",Ne
SM029,8.7.1990,"Homs, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,omar.ahmed@email.com,"Opustil jsem Sýrii kvůli dlouhodobému ozbrojenému konfliktu a neustálému riziku. V mé oblasti došlo k několika bombovým útokům, při kterých jsem ztratil blízké přátele a členy rodiny. Přežil jsem několikrát útoky na mé město a bojím se o svůj život.",Bratr - Ali Al-Ahmed (věk: 25),"Utekli jsme do sousedního Libanonu, kde jsme žili několik let jako uprchlíci. Odtud jsem se pokusil dostat do Evropy a nyní jsem .",,Ne
SM030,15.4.1987,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.almansoori@email.com,"Ahmed uvádí, že před vypuknutím konfliktu v Sýrii vedl prosperující podnikání, které mu konflikt vzal. Nyní se potýká s ekonomickými problémy a hledá azyl ve Spojeném království s nadějí, že si zde znovu vybuduje život a obnoví své podnikatelské aktivity.","Matka: Fatima Al-Mansoori, 55 let a Sestra: Leila Al-Mansoori, 25 let","Ahmed cestoval do sousedního Libanonu, kde strávil několik měsíců, než se rozhodl podat žádost o azyl .","Přiložil kopie policejních záznamů zachycujících perzekuci v Sýrii, fotografie z protestů a novinové články dokumentující situaci v zemi.",Ano
SM031,20.3.1993,"Deir ez-Zor, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,ali.saleh@email.com,"Byl jsem nucen opustit Sýrii trpící vážným onemocněním nebo zdravotním stavem, který není v zemi původu řádně léčen, by mohla požádat o azyl v zemi s lepšími zdravotními službam",Bez rodinných příslušníků,"Opustil jsem Sýrii a cestoval přes Turecko, Řecko a další země Balkánu, než jsem se dostal do České republiky.",,Ano
SM032,3.5.1980,"Daraa, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmad.mazroui@email.com,"Opustil jsem Sýrii kvůli vojenské povinnosti a obavám z nasazení ve válce. Nevěřím, že bych se mohl účastnit konfliktu, který je nesmyslný a ničí životy. Nechci zabíjet ani být zabit.",Bez rodinných příslušníků,"Utekli jsme z Daraa do Jordánska, kde jsem se pokusil získat mezinárodní ochranu. Nakonec jsem se dostal do České republiky.",,Ano
SM033,5.9.1993,"Homs, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,mohamad.karim@email.com,"Jako novinář jsem čelil pronásledování kvůli mé práci, ve které jsem se zaměřoval na politické události a problematiku lidských práv. Za mé reportáže jsem byl zadržen a vystaven mučení. Mým hlavním přáním je najít místo, kde budu v bezpečí a můžu dále vykonávat svou práci informování veřejnosti.",Bez rodinných příslušníků,"Cestoval jsem přes Turecko a Balkán, abych se dostal do Evropy. Nyní jsem .",Přikládám kopie mé novinářské práce a záznamy o zatčení,Ne
SM034,8.11.1976,"Idlib, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,samir.aziz@email.com,"Chce požádat o azyl s tvrzením, že byl v Sýrii sociálně vyloučený a diskriminovaný, a že hledá lepší životní podmínky v Evropě, i když není přímo ohrožen politickou perzekucí.","Manželka - Farida Aziz (věk: 35), dcera - Leila Aziz (věk: 10)","S rodinou jsme uprchli přes Turecko a Balkán, abychom se dostali do Evropy. Nyní jsme ",,Ano
SM035,2.3.1991,"Hama, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.omar@email.com,"Opustil jsem Sýrii, protože jsem se cítil psychicky nepohodlně v důsledku opakovaných nedorozumění s místními úřady. I když jsem nebyl fyzicky ohrožen, cítil jsem se omezená ve své svobodě projevu a chtěl jsem najít prostředí, kde bych mohl žít bez stresu a tlaku. Přestože to nebyl přímá politická perzekuce, hledal jsem ochranu a novou šanci na začátek bez tohoto tíživého prostředí.",Bez rodinných příslušníků,Utekl jsem do Turecka a odtud cestoval přes Balkán. Nyní žádám o azyl .,,Ano
SM036,20.4.1980,"Latakia, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,youssef.khalil@email.com,"Byl jsem zadržen vládními silami kvůli mé účasti na protestech požadujících demokracii. Zažil jsem kruté zacházení během věznění, což mi znemožňuje návrat do vlasti. Vyhledávám místo, kde bych mohl najít svobodu a bezpečí. Opustil jsem svou zemi s cílem hledat azyl, abych unikl z politických důvodů, nikoliv kvůli obvinění z trestných činů, ani s úmyslem vyhnout se trestnímu stíhání za takové činy.",Bez rodinných příslušníků,"Utekl jsem přes Turecko a Balkán, abych se dostal do Evropy. Nyní žádám o azyl .",Přikládám kopie výslechů a zprávy od lidskoprávních organizací.,Ano
SM037,5.10.1998,"Deir ez-Zor, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,layth.hamza@email.com,"Opustil jsem Sýrii kvůli násilí a perzekuci v mé oblasti. Byl jsem svědkem hrůz, které sužovaly mou komunitu. Hledám bezpečí a možnost začít znovu.",Bez rodinných příslušníků,"Utekl jsem přes Turecko a Balkán, abych se dostal do Evropy. Nyní žádám o azyl .",Přikládám fotografie zničených domovů a zprávy od humanitárních organizací.,Ne
SM038,10.5.1987,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,samir.ibrahim@hotmail.com,"Samir opustil Sýrii kvůli rodinným záležitostem a potřebě začít nový život v jiné zemi. I když byl v Aleppu, nezažil žádnou válečnou situaci ani nebyl vystaven hrozícímu nebezpečí pro svůj život.","Manželka Leila Ibrahim (29 let), syn Ahmed Ibrahim (5 let).",Přicestoval jsem do České Republiky prostřednictvím Balkánu.,Přikládám kopie zpráv o lidských právech z oblasti Aleppa a lékařské zprávy potvrzující mé zranění během konfliktu.,Ne
SM039,15.7.1985,"Raqqa, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,abbas.karim@gmail.com,"Opustil jsem Sýrii, protože jsem vyhrál v loterii velký jackpot a rozhodl se investovat do luxusního života na Maledivách. ","Matka Nour Karim (60 let), sestra Fatima Karim (30 let).",Utekl jsem do Jordánska a odtud cestoval do Evropy. Nyní žádám o azyl .,Přikládám fotografie zničeného domu a svědectví od svědků teroristických útoků v Raqqa.,Ano
SM040,3.9.1990,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,"
ahmed.alsayed@email.com","Ahmed uprchl ze Sýrie kvůli pronásledování ze strany vlády za to, že vystupoval proti porušování lidských práv. V případě návratu se obává o svou bezpečnost.","Ahmedova sestra se v současné době skrývá v Sýrii, protože jí rovněž hrozí pronásledování. ",Ahmed uprchl přes Turecko a lodí se dostal do Řecka a poté do Německa. ,,Ano
SM041,14.5.1988,Raqqa,Sýrie,"fiktivní adresa, fiktivní země",123456789,omar.hassan@email.com,"Ahmed uprchl ze Sýriei, protože věří, že v jiné zemi bude mít snazší životní podmínky.",Omarova manželka a děti jsou v Sýrii rovněž ohroženy. ,Omar před příjezdem do Nizozemska cestoval přes Turecko a Řecko. ,"Omar má osvědčení o náboženském pronásledování a policejní zprávu, v níž jsou podrobně popsány hrozby, kterým čelil v Sýrii.",Ano
SM042,27.9.1992,Deir ez-Zor,Sýrie,"fiktivní adresa, fiktivní země",123456789,ali.hamza@gmail.com,"Opustil jsem Sýrii, protože jsem se cítil ohrožený kvůli politické nestabilitě a nárůstu násilí v zemi. Jako učitel jsem se stal terčem zastrašování a pronásledování kvůli své nezávislé pozici a odmítání zapojení do politických struktur. Bohužel, mé obavy o život a bezpečnost nejsou často považovány za dostatečný důvod k udělení azylu.",Aliho rodiče a sourozenci jsou v Sýrii rovněž ohroženi kvůli svému spojení s ním. ,Ali před příjezdem do Finska cestoval přes Turecko a Belgii. ,"Ali má k dispozici policejní zprávu, v níž jsou podrobně popsány výhrůžky, které obdržel od extremistické skupiny, a také zprávu o dodržování lidských práv, v níž jsou podrobně popsány jejich akce v Sýrii. ",Ano
SM043,5.10.1988,Hama,Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.masoud@email.com,Ahmed požádal o mezinárodní ochranu z důvodu své politické angažovanosti za demokratické reformy v Sýrii. Kvůli svým aktivitám se stal terčem útoků ze strany vlády a nyní má oprávněné obavy o svůj život v případě návratu do Sýrie.,"Ahmedův bratr Mahmúd, který je rovněž politicky aktivní, se skrývá a hrozí mu pronásledování ze strany syrské vlády. ","Ahmed cestoval z Damašku do tureckého Istanbulu s platným vízem a poté se s převaděči dostal do Řecka, kde vstoupil na území EU. ","Ahmed má k dispozici policejní záznamy, které dokládají jeho zatčení a výslechy syrskými úřady kvůli jeho politickým aktivitám, a také zprávy o dodržování lidských práv dokumentující zásahy syrské vlády proti disentu.",Ne
SW044,12.10.1986,"Latakia, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,sara.hakim@email.com,"Opustila jsem Sýrii, protože jsem se rozhodla přijmout nabídku na výzkumný pobyt na Antarktidě, kde se zaměřím na studium klimatických změn a ochranu životního prostředí. V Sýrii jsem zjistila nedostatek infrastruktury pro tento typ vědeckého výzkumu a cítila jsem, že abych mohla naplno rozvinout svou kariéru a přispět k globálnímu úsilí o ochranu planety, musím opustit zemi.",Bez rodinných příslušníků vzemi.,"Opustila jsem Sýrii a cestovala přes různé země a kontinenty, než jsem se dostala do České republiky.","Přikládám oznámení o účasti na výzkumném pobytu na Antarktidě, podepsané příslušnou vědeckou institucí či univerzitou.",Ano
