zkratka,datum_narozeni,misto_narozeni,statni_prislusnost,kontaktni_adresa,telefon,email,duvod_o_azyl,rodinny_prislusnici,historie_cestovani_transitu,doklady_dokumenty,podepsane_prohlaseni
IM011,1.11.1991,"Kirkuk, Irák",Irák,"fiktivní adresa, fiktivní země",49 123456789,hassan.khalid@gmail.com,byl kvůli svým politickým názorům a aktivitě terčem útoku militantní skupiny. Obává se o svůj život a potřebuje mezinárodní ochranu.,V ohrožení je také Hassanova manželka a malý syn.,"cestoval přes Turecko a Řecko, než se dostal do Německa. ",Byly přiloženy policejní záznamy a důkazy o výhrůžkách ze strany militantní skupiny. ,Ano
IM012,20.5.1992,"Basra, Irák",Irák,"fiktivní adresa, fiktivní země",44 123456789,mohammad.hussein@hotmail.com,Mohammad se stal terčem útoku vlády kvůli své účasti na politickém aktivismu. Obává se o svůj život a potřebuje mezinárodní ochranu.,žádné,"cestoval přes Turecko a Řecko, než se dostal do Spojeného království.","Mohamed je naživu, ale jeho rodina je naživu: Byly přiloženy policejní záznamy a důkazy o jeho pronásledování.",Ano
IM013,15.8.1990,"Bagdád, Irák",Irák,"fiktivní adresa, fiktivní země",31 123456789,ali.kazim@email.com,byl za své politické názory a aktivismus pronásledován skupinou milicí. Obává se o svůj život a potřebuje mezinárodní ochranu.,V nebezpečí je také Aliho manželka a malá dcera.,"cestoval přes Turecko, než se dostal do Nizozemska.",Přiloženy byly policejní záznamy a důkazy o jeho pronásledování.,Ano
IM014,25.11.1991,"Kirkuk, Irák",Irák,"fiktivní adresa, fiktivní země",49 123456789,hassan.mahmoud@hotmail.com,byl svou rodinou pronásledován kvůli sňatku se ženou z jiné náboženské sekty. Obává se o svůj život a potřebuje mezinárodní ochranu.,V nebezpečí je také Hassanova manželka a novorozený syn.,"cestoval přes Turecko a Řecko, než se dostal do Německa.",Byly přiloženy důkazy o jeho pronásledování a lékařské zprávy.,Ano
IM015,5.6.1993,"Bagdád, Irák",Irák,"fiktivní adresa, fiktivní země",44 123456789,ahmed.hassan@hotmail.com,Ahmed se stal terčem útoku ISIS kvůli svému náboženskému přesvědčení a příslušnosti k menšinové skupině. Obává se o svůj život a potřebuje mezinárodní ochranu.,V nebezpečí jsou také Ahmedovi rodiče a mladší sourozenci.,Ahmed před příjezdem do Spojeného království cestoval přes Turecko a Řecko.,"Ahmed se v roce 2015 vrátil do země, kde se nachází, aby se vrátil do země: Byly přiloženy důkazy o jeho pronásledování a lékařské zprávy. ",Ano
IM016,23.4.1996,"Bagdád, Irák",Irák,"fiktivní adresa, fiktivní země",39 123456789,hana.ali@gmail.com,byla pronásledována rodinou a komunitou za svůj netradiční životní styl a sexuální orientaci. Obává se o svůj život a potřebuje mezinárodní ochranu.,V ohrožení je také Hanina sestra a mladá neteř. ,Hana před příjezdem do Itálie procestovala Turecko.,"Hana je na cestě do Itálie, kde se nachází, a to i v případě, že se jí nedaří dostat se do země: Byly přiloženy důkazy o jejím pronásledování a lékařské zprávy.",Ano
IM017,3.6.1995,"Mosul, Irák",Irák,"fiktivní adresa, fiktivní země",49 173 456 7891,ahmed.hussein@email.com,Ahmedova rodina se stala terčem útoku teroristické skupiny kvůli svému náboženskému přesvědčení. Jeho rodiče a sourozenci byli zabiti při útoku na jejich dům a on byl nucen uprchnout z rodného města a hledat bezpečí. Ahmed se obává o svůj život a potřebuje mezinárodní ochranu.,Ahmedovi nejbližší rodinní příslušníci byli při útoku zabiti.,"cestoval do Turecka pěšky, poté se vydal lodí do Řecka a poté dorazil do Německa.","má k dispozici ověřené policejní zprávy a lékařské záznamy dokládající útok na jeho rodinu a jeho vlastní zranění, která utrpěl při útěku.",Ano
IM018,6.7.1985,"Kirkuk, Irák",Irák,"fiktivní adresa, fiktivní země",44 7777 123456,ali.hassan@hotmail.com,"je novinář, kterému bylo vyhrožováno smrtí za odhalení korupce v irácké vládě. Poté, co mu bylo několikrát vyhrožováno smrtí, uprchl ze země a potřebuje mezinárodní ochranu.","Alího manželka a děti jsou stále v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s ním.",cestoval do Turecka autobusem a poté odletěl do Spojeného království.,"má dokumentaci o výhrůžkách smrtí, které obdržel, a o své novinářské práci.",Ano
IM019,11.9.1970,"Falúdža, Irák",Irák,"fiktivní adresa, fiktivní země",46 70 123 4567,omar.ali@email.com,"Omarova rodina se stala terčem útoku teroristické skupiny kvůli svému zapojení do irácké armády. Byl nucen uprchnout z rodného města, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Omarova manželka a děti jsou stále v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s ním.","cestoval do Turecka autem a poté se vydal lodí do Řecka, než dorazil do Švédska.","má ověřené policejní záznamy a lékařské dokumenty, které dokazují útok na jeho rodinu a jeho vlastní zranění, která utrpěl při útěku.",Ano
IM020,5.7.1985,"Mosul, Irák",Irák,"fiktivní adresa, fiktivní země",353 89 8765 4321,mohammed.ali@yahoo.com,"je novinář, který čelil zatčení a výhrůžkám ze strany vlády poté, co informoval o porušování lidských práv v Iráku. Ze země uprchl, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Mohammedova manželka a děti jsou stále v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s Mohammedem.",cestoval do Turecka autobusem a poté odletěl do Irska.,"má dokumentaci o porušování lidských práv, o kterém informoval, a také dopisy organizací na ochranu lidských práv, které potvrzují jeho novinářskou práci.",Ano
IM021,3.5.1980,"Kirkuk, Irák",Irák,"fiktivní adresa, fiktivní země",41 78 543 2198,ahmed.hassan@email.com,"je příslušníkem kurdské menšiny a čelil pronásledování a útokům ze strany irácké vlády. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Ahmedovi rodiče a sourozenci se stále nacházejí v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s Ahmedem.", cestoval do Turecka autem a poté odletěl do Švýcarska.,"má dokumentaci o pronásledování a útocích, kterým čelil jako příslušník kurdské menšiny.",Ano
IM022,1.12.1994,"Anbar, Irák",Irák,"fiktivní adresa, fiktivní země",33 6 1234 5678,saif.ahmed@hotmail.com,"je členem komunity LGBTQ+ a čelil pronásledování a výhrůžkám smrtí ze strany své komunity a irácké vlády. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Saifově partnerce a jeho rodině v Iráku hrozí, že se stanou terčem útoku kvůli svému spojení s ním.",cestoval do Turecka autem a poté odletěl do Francie.,"má dokumentaci o pronásledování, kterému čelil jako člen komunity LGBTQ+, a lékařské záznamy prokazující zranění, která utrpěl při útoku.",Ano
IM023,2.7.1982,"Najaf, Irák",Irák,"fiktivní adresa, fiktivní země",41 78 987 6543,mamoon.hasan@yahoo.com,"je členem šíitské muslimské komunity a ve svém rodném městě čelil pronásledování ze strany sunnitské muslimské komunity. Poté, co vystoupil proti irácké vládě, mu bylo rovněž vyhrožováno smrtí. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Mamoonovi rodiče a sourozenci se stále nacházejí v Iráku a hrozí jim, že se stanou terčem útoku kvůli svému spojení s ním.",cestoval do Turecka autem a poté odletěl do Švýcarska.,"má dokumentaci o pronásledování, kterému čelil, a o výhrůžkách smrtí, kterým byl vystaven.",Ano
IM024,11.2.1987,"Bagdád, Irák",Irák,"fiktivní adresa, fiktivní země",34 6 7890 1234,omar.hussain@email.com,"je členem sunnitské muslimské komunity a čelil pronásledování ze strany šíitské muslimské komunity a irácké vlády. Poté, co vystoupil proti korupci, mu bylo rovněž vyhrožováno smrtí. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Omarova rodina se stále nachází v Iráku a hrozí jí, že se stane terčem útoku kvůli svému spojení s ním.",cestoval do Turecka autem a poté odletěl do Španělska.,"Omar má dokumentaci o pronásledování, kterému čelil, a o výhrůžkách smrtí, které obdržel.",Ano
IM025,8.2.1984,"Mosul, Irák",Irák,"fiktivní adresa, fiktivní země",49 176 9876 5432,hassan.al-hamad@yahoo.com,"je novinář, který čelil pronásledování a zatčení ze strany irácké vlády poté, co informoval o korupci a porušování lidských práv. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Hassanova rodina je stále v Iráku a hrozí jí, že se stane terčem útoků kvůli svému spojení s ním.",cestoval do Turecka autobusem a poté odletěl do Německa.,"má dokumentaci o pronásledování, kterému čelil, a dopisy organizací na ochranu lidských práv, které potvrzují jeho novinářskou práci.",Ano
IM026,6.12.1996,"Anbar, Irák",Irák,"fiktivní adresa, fiktivní země",33 6 2345 6789,ali.ahmed@onmail.com,"je členem komunity LGBTQ+ a čelil pronásledování, obtěžování a násilí ze strany své rodiny i celé irácké společnosti. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Alího rodina je stále v Iráku a hrozí jí, že se stane terčem útoku kvůli svému spojení s ním.",cestoval do Turecka autem a poté odletěl do Francie.,"má dokumentaci o pronásledování, obtěžování a násilí, kterému čelil jako člen komunity LGBTQ+, včetně lékařských záznamů a důkazů o fyzických útocích.",Ano
IM027,11.5.1992,"Mosul, Irák",Irák,"fiktivní adresa, fiktivní země",34 6 7890 1234,ahmed.hassan@gmail.com,"je členem sunnitské muslimské komunity a čelil pronásledování a násilí ze strany šíitské muslimské komunity a irácké vlády. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Ahmedova manželka a děti jsou stále v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s Ahmedem.",cestoval do Turecka autobusem a poté odletěl do Španělska.,"má dokumentaci o pronásledování a násilí, kterému čelil.",Ano
IM028,6.2.1988,"Kirkuk, Irák",Irák,"fiktivní adresa, fiktivní země",32 475 123 456,hussein.khalid@yahoo.com,"je příslušníkem kurdské menšiny a ve svém rodném městě čelil pronásledování a násilí ze strany arabské většiny. Bylo mu také vyhrožováno smrtí poté, co vystoupil proti korupci a porušování lidských práv. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Husajnova rodina se stále nachází v Iráku a hrozí jí, že se stane terčem útoku kvůli svému spojení s ním.",cestoval do Turecka autem a poté odletěl do Belgie.,"má dokumentaci o pronásledování, kterému čelil, a o výhrůžkách smrtí, kterým byl vystaven.",Ano
IM029,1.7.1991,"Mosul, Irák",Irák,"fiktivní adresa, fiktivní země",33 6 1234 5678,ali.abbas@email.com,"je členem šíitské muslimské komunity a čelil pronásledování a násilí ze strany sunnitské muslimské komunity. Bylo mu také vyhrožováno smrtí poté, co pomáhal americké armádě jako tlumočník. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Alího rodiče a sourozenci se stále nacházejí v Iráku a hrozí jim, že se stanou terčem útoku kvůli svému spojení s ním.",cestoval do Turecka autobusem a poté odletěl do Francie.,"má dokumentaci o pronásledování, kterému čelil, a o výhrůžkách smrtí, které obdržel.",Ano
IM030,4.9.1989,"Kirkuk, Irák",Irák,"fiktivní adresa, fiktivní země",39 340 123 4567,hasan.ali@gmail.com,"je členem sunnitské muslimské komunity a čelil pronásledování a násilí ze strany šíitské muslimské komunity a irácké vlády. Bylo mu také vyhrožováno smrtí poté, co byl kvůli svému spojení s politickou skupinou podezřelý z podpory terorismu. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Hasanova rodina je stále v Iráku a hrozí jí, že se stane terčem útoku kvůli svému spojení s ním.",cestoval do Turecka autem a poté se vydal lodí do Itálie.,"má dokumentaci o pronásledování, kterému čelil, a o výhrůžkách smrtí, které obdržel.",Ano
IM031,12.3.1990,Bagdád,Irák,"fiktivní adresa, fiktivní země",31 123 456 789,ahmed.hassan@email.com,"Já, Ahmed Hassan, hledám azyl v Evropě kvůli zoufalé bezpečnostní situaci a pokračujícímu násilí v Iráku. Jako příslušník etnické menšiny jsem čelil diskriminaci, výhrůžkám a obtěžování namířeným proti mé komunitě. Neustálý strach o svou bezpečnost a nedostatek vládní ochrany mě nutí hledat mezinárodní ochranu. Potřebuji azyl, abych unikl nebezpečí a začal nový život bez pronásledování.",N/A (rodina žadatele bydlí v jiné zemi),"Abych se dostal do Nizozemska, podnikl jsem nebezpečnou cestu přes Írán, Turecko a Řecko. Z Řecka jsem procestoval různé evropské země, včetně Belgie a Německa, než jsem se nakonec dostal do Nizozemska, kde pobývám posledních deset měsíců.","K této žádosti o azyl jsou připojeny fotografie a zdokumentované důkazy, které dokládají nebezpečí, kterému čelí etnické menšiny a jednotlivci v Iráku. Zahrnul jsem zpravodajské články, zprávy a osobní zprávy, které poskytují důkazy o diskriminaci, násilí a pronásledování menšinových komunit. Dále jsem připojil svědectví od členů komunity a renomovaných lidskoprávních organizací, které mohou ověřit rizika, kterým čelí jednotlivci v podobných pozicích. Kromě dokladů totožnosti přikládám policejní záznamy dokumentující případy násilí a výhrůžek zaměřených na etnické menšiny. Dále jsem zahrnul zprávy od renomovaných mezinárodních organizací, které se zabývají situací etnických menšin v Iráku.",Ano
IM032,5.10.1985,Mosul,Irák,"fiktivní adresa, fiktivní země",46 123 456 789,sara.khalid@email.com,"Já, Sara Khalid, hledám azyl v Evropě kvůli pronásledování a hrozbám, kterým čelím jako člen komunity LGBTQ+ v Iráku. Převládající sociální a kulturní normy v Iráku vedou k vážné diskriminaci, násilí a stigmatizaci vůči jednotlivcům, jako jsem já. Mám neustálý strach o své bezpečí a blaho. Žádost o mezinárodní ochranu je pro mě zásadní, abych mohl žít autentický život bez strachu z pronásledování na základě mé sexuální orientace.",N/A (rodina žadatele bydlí v jiné zemi),"Abych se dostal do Švédska, podnikl jsem nebezpečnou cestu přes Írán, Turecko a Řecko. Z Řecka jsem procestoval různé evropské země, včetně Dánska a Norska, než jsem se konečně dostal do Švédska, kde jsem pobýval posledních jedenáct měsíců.","K této žádosti o azyl jsou připojeny fotografie a zdokumentované důkazy, které zdůrazňují nebezpečí, kterému čelí LGBTQ+ jednotlivci v Iráku. Zahrnul jsem zpravodajské články, zprávy a osobní účty, které poskytují důkazy o diskriminaci, násilí a sociální ostrakizaci vůči LGBTQ+ jednotlivcům. Kromě toho jsem připojil svědectví od kolegů aktivistů a renomovaných organizací pro lidská práva, které mohou ověřit mé zkušenosti a potvrdit rizika, kterým čelí jednotlivci v podobných pozicích.Kromě dokladů totožnosti jsem připojil osobní svědectví a příběhy, které shrnují výzvy, kterým čelí LGBTQ+ jednotlivci v Iráku. Dále jsem zahrnul zprávy od renomovaných mezinárodních organizací, které se zabývají situací LGBTQ+ práv v Iráku.",Ano
IM033,10.1.1992,Basra,Irák,"fiktivní adresa, fiktivní země",39 123 456 789,ali.hassan@email.com,"Já, Ali Hassan, hledám azyl v Evropě kvůli pokračující perzekuci a hrozbám, kterým jako náboženská menšina v Iráku čelím. Jako člen jezídské komunity jsem zažil strašlivé násilí, vysídlování a náboženské pronásledování ze strany extremistických skupin. Hrozná situace a nedostatečná ochrana ze strany irácké vlády mě přiměly žádat o mezinárodní ochranu. Potřebuji azyl, abych mohl uniknout nebezpečí a znovu vybudovat svůj život v bezpečném prostředí.","Jméno: Fatima Hassan
Věk: 57 (matka)
Vztah k žadateli o azyl: Matka","Abych se dostal do Itálie, podnikl jsem nebezpečnou cestu přes Turecko a Řecko. Z Řecka jsem procestoval různé evropské země, včetně Rakouska a Švýcarska, než jsem se nakonec dostal do Itálie, kde jsem posledních dvanáct měsíců pobýval.","V příloze této žádosti o azyl jsou fotografie a zdokumentované důkazy, které dokládají nebezpečí, kterému čelí náboženské menšinové skupiny v Iráku, konkrétně komunita jezídů. Zahrnul jsem zpravodajské články, zprávy a osobní zprávy, které poskytují důkazy o násilí, genocidě a náboženském pronásledování. Kromě toho jsem připojil svědectví od ostatních členů jezídské komunity a renomovaných organizací pro lidská práva, které mohou ověřit mé zkušenosti a rizika, kterým čelí jednotlivci, jako jsem já. Kromě dokladů totožnosti jsem připojil osobní svědectví a příběhy, které odhalují výzvy, kterým čelí jezídští jednotlivci v Iráku. Dále jsem zahrnul zprávy od renomovaných mezinárodních organizací, které se zabývají situací náboženských menšin v Iráku.",Ano
IM034,25.11.1987,Bagdád,Irák,"fiktivní adresa, fiktivní země",44 123 456 789,layla.ahmed@email.com,"Já, Layla Ahmed, hledám azyl v Evropě kvůli pronásledování a hrozbám, kterým jako politický aktivista v Iráku čelím. Moje zapojení do pokojných protestů a obhajoba demokracie vedlo k cílenému obtěžování, zastrašování a fyzickému napadání ze strany vládních sil i nestátních subjektů. Represivní režim a absence základních svobod v Iráku mi nedaly jinou možnost, než požádat o mezinárodní ochranu. Potřebuji azyl, abych zajistil svou bezpečnost a pokračoval v boji za spravedlnost a lidská práva.",N/A (rodina žadatele bydlí v jiné zemi),"Abych se dostal do Spojeného království, podnikl jsem nebezpečnou cestu přes Írán, Turecko a Francii. Z Francie jsem odcestoval do Anglie, kde pobývám posledních jedenáct měsíců.","K této žádosti o azyl jsou připojeny fotografie a zdokumentované důkazy, které demonstrují nebezpečí, kterému čelí političtí aktivisté a jednotlivci obhajující demokracii v Iráku. Zahrnul jsem zpravodajské články, zprávy a osobní zprávy, které poskytují důkazy o útlaku, svévolném zatýkání a cíleném násilí proti aktivistům. Kromě toho jsem připojil svědectví od kolegů aktivistů a renomovaných organizací pro lidská práva, které mohou ověřit rizika, kterým čelí jednotlivci v podobných pozicích. Kromě dokladů totožnosti jsem připojil policejní záznamy dokumentující případy zatčení a útoků na politické aktivisty. Dále jsem zahrnul zprávy od renomovaných mezinárodních organizací, které se zabývají situací lidských práv a demokracie v Iráku.",Ano
IM035,20.6.1990,Bagdád,Irák,"fiktivní adresa, fiktivní země",32 123 456 789,hadi.abbas@email.com,"Já, Hadi Abbas, hledám azyl v Evropě kvůli neustálému ohrožení mého života v Iráku. Jako novinář jsem čelil obtěžování, zastrašování a přímým útokům za informování o korupci a porušování lidských práv. Svoboda tisku v zemi neexistuje a moje profese vystavuje mě a mou rodinu extrémnímu riziku. Potřebuji mezinárodní ochranu, abych ochránil svůj život a mohl pokračovat ve své práci novináře.","Jméno: Amira Abbas
Věk: 28
Vztah k žadateli o azyl: Sestra","Abych se dostal do Belgie, podnikl jsem nebezpečnou cestu přes Turecko a Řecko. Z Řecka jsem procestoval několik evropských zemí, včetně Francie a Nizozemska, než jsem se konečně dostal do Belgie, kde pobývám posledních dvanáct měsíců.","K této žádosti o azyl jsou připojeny fotografie a zdokumentované důkazy, které demonstrují nebezpečí, kterému čelí novináři a jednotlivci obhajující svobodu tisku v Iráku. Zahrnul jsem zpravodajské články, zprávy a osobní svědectví, která upozorňují na zastrašování, útoky a cenzuru, kterým novináři čelí. Kromě toho jsem připojil svědectví od kolegů novinářů a renomovaných organizací pro lidská práva, které mohou potvrdit rizika, kterým čelí jednotlivci, jako jsem já. Kromě dokladů totožnosti jsem připojil kopie článků a zpráv, které jsem napsal a které odhalují korupci a porušování lidských práv v Iráku. Zahrnul jsem také zprávy od renomovaných mezinárodních organizací, které se zabývají situací svobody tisku v Iráku.",Ano
IM036,15.3.1988,Mosul,Irák,"fiktivní adresa, fiktivní země",46 123 456 789,nour.ali@email.com,"Já, Nour Ali, hledám v Evropě azyl kvůli pronásledování a hrozbám, kterým čelím jako příslušník náboženské menšiny v Iráku. Jako křesťan jsem byl vystaven diskriminaci, násilí a cíleným útokům extremistických skupin. Nestabilní bezpečnostní situace v Iráku mi znemožňuje svobodně praktikovat svou víru a žít poklidný život. Mezinárodní ochrana je nezbytná k tomu, abychom unikli pronásledování a žili beze strachu.","Jméno: Layth Ali
Věk: 51 (otec)
Vztah k žadateli o azyl: Otec","Abych se dostal do Švédska, podnikl jsem nebezpečnou cestu přes Írán, Turecko a Řecko. Z Řecka jsem procestoval různé evropské země, včetně Dánska a Norska, než jsem se konečně dostal do Švédska, kde jsem pobýval posledních jedenáct měsíců.","K této žádosti o azyl jsou připojeny fotografie a zdokumentované důkazy, které dokládají nebezpečí, kterému čelí náboženské menšinové skupiny v Iráku, zejména křesťané. Zahrnul jsem zpravodajské články, zprávy a osobní zprávy, které poskytují důkazy o diskriminaci, násilí a náboženském pronásledování. Kromě toho jsem připojil svědectví od členů komunity a renomovaných organizací pro lidská práva, které mohou ověřit rizika, kterým čelí jednotlivci v podobných pozicích. Kromě dokladů totožnosti jsem připojil osobní svědectví a příběhy, které ilustrují problémy, kterým křesťané v Iráku čelí. Dále jsem zahrnul zprávy od renomovaných mezinárodních organizací, které se zabývají situací náboženských menšin v Iráku.",Ano
IM037,12.5.1995,Bagdád,Irák,"fiktivní adresa, fiktivní země",49 123 456 789,ahmed.almaliki@email.com,"Já, Ahmed Al-Maliki, hledám azyl v Evropě kvůli pokračujícímu pronásledování a hrozbám, kterým čelím jako člen komunity LGBTQ+ v Iráku. Homosexualita je v Iráku nezákonná a LGBTQ+ jednotlivci čelí násilí, diskriminaci a dokonce i riziku smrti. Společenská a právní nevraživost vůči mé sexuální orientaci mě nutí hledat mezinárodní ochranu. Potřebuji azyl, abych unikl nebezpečí a žil autenticky beze strachu.","Jméno: Fatima Al-Maliki
Věk: 52 (matka)
Vztah k žadateli o azyl: Matka","Abych se dostal do Německa, podnikl jsem nebezpečnou cestu přes Turecko a Řecko. Z Řecka jsem procestoval různé evropské země, včetně Rakouska a Maďarska, než jsem se nakonec dostal do Německa, kde jsem posledních dvanáct měsíců pobýval.","K této žádosti o azyl jsou připojeny fotografie a zdokumentované důkazy, které dokládají nebezpečí, kterému v Iráku čelí LGBTQ+ jednotlivci. Zahrnul jsem zpravodajské články, zprávy a osobní zprávy, které poskytují důkazy o násilí, diskriminaci a pronásledování. Kromě toho jsem připojil svědectví od ostatních LGBTQ+ jednotlivců a renomovaných organizací pro lidská práva, které mohou ověřit rizika, kterým čelí jednotlivci v podobných pozicích. Kromě dokladů totožnosti jsem připojil osobní svědectví a příběhy, které zdůrazňují výzvy, kterým čelí LGBTQ+ jednotlivci v Iráku. Dále jsem zahrnul zprávy od renomovaných mezinárodních organizací, které se zabývají situací LGBTQ+ práv v Iráku.",Ano
