zkratka,datum_narozeni,misto_narozeni,statni_prislusnost,kontaktni_adresa,telefon,email,duvod_o_azyl,rodinny_prislusnici,historie_cestovani_transitu,doklady_dokumenty,podepsane_prohlaseni
TM023,21.01.1955,Menzel Bourguiba,Tunis,"fiktivní adresa, fiktivní země",,mohamed.benali@email.com,"Mohamed Ben Ali žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako sekulární humanista je terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své rodiny.","Mohamedova manželka a jejich dvě děti, Salma (10 let) a Ahmed (8 let).",Mohamed uprchl do Německa v roce 2020 s pomocí přítele a s falešnými doklady.,,Ano
TM026,08.05.1951,M'saken,Tunis,"fiktivní adresa, fiktivní země",,ali.mansouri@email.com,"Ali Mansouri žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako člen komunity LGBTQ+ se stal terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost svého partnera.",Žádní rodinní příslušníci nejsou ohroženi.,Ali uprchl do Belgie v roce 2020 s pomocí přítele a s použitím falešných dokladů.,,Ano
TM027,12.03.1991,Mahdia,Tunis,"fiktivní adresa, fiktivní země",,anis.benali@email.com,"Anis Ben Ali žádá o azyl z důvodu hledání lepších životních podmínek v jiné zemi. Jako příslušník menšinového náboženství tvrdí, že je vystaven diskriminaci, obtěžování a násilí ze strany své rodiny a komunity v Tunisku. I když se obává o svou bezpečnost a bezpečnost své partnerky v případě návratu do země, hlavním důvodem pro žádost o azyl je touha po lepším a svobodnějším životě v jiném prostředí.",Partnerka Abia,Anis uprchl do Německa v roce 2021 s pomocí přítele a s použitím falešných dokladů.,,Ano
TM028,06.09.1966,El Hamma,Tunis,"fiktivní adresa, fiktivní země",,youssef.chaibi@email.com,"Youssef Chaibi tvrdí, že žádá o azyl z důvodu plánovaného vytvoření vlastní firmy v jiné zemi. Jako sekulární aktivista za lidská práva tvrdí, že se stal terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických islámských skupin v Tunisku. V případě návratu do země se obává o bezpečnost svou i své rodiny, ale hlavním důvodem pro opuštění Tuniska je jeho záměr podnikat v jiné zemi a vybudovat si tam vlastní firmu.","Youssefova manželka a jejich dvě děti, Fatma (6 let) a Ahmed (4 roky).",Youssef uprchl do Německa v roce 2021 s pomocí přítele a s falešnými doklady.,"Youssef přiložil novinové články, policejní záznamy a lékařské zprávy dokumentující pronásledování aktivistů za lidská práva islámskými extremistickými skupinami v Tunisku, jakož i výpovědi svědků, kteří byli svědky násilí a zneužívání, jež bylo na něm pácháno.",Ano
TM031,19.10.1958,Oued Ellil,Tunis,"fiktivní adresa, fiktivní země",,amine.belhaj@email.com,"Amine Belhaj žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako příslušník menšinové etnické skupiny se stal terčem útoků, výhrůžek a fyzických napadení ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o bezpečnost svou i své rodiny.","Aminova manželka a jejich dvě děti, Ali (8 let) a Fatima (6 let).",Amine uprchl do Itálie v roce 2021 s pomocí přítele a s použitím falešných dokladů.,,Ano
TM033,27.03.1992,Menzel Jemil,Tunis,"fiktivní adresa, fiktivní země",,karim.benjemiai@email.com,"Karim Ben Jemiai žádá o azyl z důvodu pronásledování ze strany svého bývalého zaměstnavatele a kolegů. Jako homosexuál čelil obtěžování, diskriminaci a fyzickému násilí ze strany svého bývalého zaměstnavatele a kolegů, kteří zjistili jeho sexuální orientaci. V případě návratu do Tuniska se obává o svou bezpečnost.",Žádní rodinní příslušníci nejsou ohroženi.,Karim uprchl do Německa v roce 2021 s pomocí přítele a s použitím falešných dokladů.,,Ano
TM037,26.09.1981,Sidi Bouzid,Tunis,"fiktivní adresa, fiktivní země",,ali.bousselmi@email.com,"Ali Bousselmi žádá o azyl z důvodu pronásledování ze strany tuniské vlády. Jako politický aktivista se stal terčem útoků, byl zatčen a mučen tuniskou vládou za své aktivity. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost své rodiny.","Aliho manželka a jejich dvě děti, Ahmed (7 let) a Fatima (5 let).",Alí se svou rodinou uprchl do Francie v roce 2019 na základě falešných dokladů.,"Ali přiložil novinové články, lékařské zprávy dokládající zranění utrpěná při mučení, policejní záznamy o zneužívání a obtěžování a výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na něm a dalších politických aktivistech.",Ne
TM038,09.01.1972,El Batan,Tunis,"fiktivní adresa, fiktivní země",,malek.hamzaoui@email.com,"Malek Hamzaoui tvrdí, že žádá o azyl z důvodu hledání lepšího života v jiné zemi. Jako bývalý vojenský důstojník tvrdí, že odmítl uposlechnout rozkaz podílet se na potlačování pokojných protestů proti vládě v Tunisku. Byl obviněn z dezerce a vlastizrady a nyní se obává o svou bezpečnost, pokud by se musel vrátit do země. I když tvrdí, že byl pronásledován tuniskou armádou, neexistují konkrétní důkazy nebo události, které by podpořily jeho žádost o azyl. Hlavním důvodem pro odchod ze země je obava o svou bezpečnost a touha po lepším a svobodnějším životě v jiném prostředí.","Malekova manželka a jejich tři děti, Sami (10 let), Nadia (7 let) a Amina (4 roky).",Malek uprchl do Itálie v roce 2020 s pomocí přítele a s falešnými doklady.,Malek přiložil vojenské  zprávy organizací na ochranu lidských práv dokumentující potlačování pokojných protestů.,Ano
TM039,05.05.1954,Menzel Chaker,Tunis,"fiktivní adresa, fiktivní země",,ahmed.khalfallah@email.com,"Ahmed Khalfallah žádá o azyl z důvodu pronásledování extremistickými skupinami v Tunisku. Jako příslušník náboženské menšiny se stal terčem útoků, výhrůžek a fyzických útoků ze strany členů extremistických skupin. V případě návratu do Tuniska se obává o svou bezpečnost.",Žádní rodinní příslušníci nejsou ohroženi.,Ahmed uprchl do Francie v roce 2018 s pomocí přítele a s použitím falešných dokladů.,,Ano
TW003,01.04.1962,Ghardimaou,Tunis,"fiktivní adresa, fiktivní země",,fatima.mansour@email.com,"Fatima Mansour žádá o azyl z důvodu pronásledování ze strany svého bývalého manžela a jeho rodiny. Jako žena, která odmítla přijmout domluvený sňatek a požadovala rozvod, čelila obtěžování, diskriminaci a násilí ze strany svého bývalého manžela a jeho rodiny. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost svých dětí.","Fatiminy dvě děti, Leila (9 let) a Karima (7 let).",Fatima uprchla do Německa v roce 2020 s pomocí přítele a na základě falešných dokladů.,,Ano
TW004,03.01.1988,Korba,Tunis,"fiktivní adresa, fiktivní země",,rania.benamor@email.com,"Rania Ben Amor žádá o azyl z důvodu hledání lepšího života v jiné zemi. Jako žena, která se cítí omezována tradičními genderovými rolími a normami v Tunisku, se rozhodla opustit zemi kvůli možnosti osobního rozvoje a svobody. I když tvrdí, že čelila obtěžování, diskriminaci a násilí ze strany svého bývalého manžela a jeho rodiny, neexistují konkrétní důkazy nebo události, které by podpořily její žádost o azyl. V případě návratu do Tuniska má obavy o svou bezpečnost a bezpečnost svých dětí, ale hlavním důvodem pro odchod ze země je touha po lepším a svobodnějším životě v jiném prostředí.","Raniiny dvě děti, Amina (9 let) a Omar (7 let).",Rania se svými dětmi uprchla do Itálie v roce 2021 na základě falešných dokladů.,"Rania přiložila lékařské záznamy dokládající zranění způsobená fyzickým násilím, policejní zprávy o zneužívání a obtěžování a výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na ní a jejích dětech.",Ano
TW011,12.10.1965,El Jem,Tunis,"fiktivní adresa, fiktivní země",,,"Samira Chaabane tvrdí, že žádá o azyl kvůli domácímu násilí. Už několik let údajně snáší fyzické a emocionální týrání ze strany svého manžela a nyní se obává o svůj život. Tvrdí, že má obavy o svou bezpečnost a bezpečnost svých dětí, pokud by se musela vrátit do Tuniska.",Samiriny děti ve věku 3 a 6 let.,Samira uprchla do Belgie v roce 2021 s pomocí útulku pro ženy.,,Ano
TW012,30.03.1993,Chebba,Tunis,"fiktivní adresa, fiktivní země",,,"Leila Ben Aliová tvrdí, že žádá o azyl kvůli pronásledování ze strany své rodiny a komunity v Tunisku. Tvrdí, že byla vystavena obtěžování, diskriminaci a fyzickému napadení kvůli své sexuální orientaci jako členka komunity LGBTQ+. V případě návratu do Tuniska tvrdí, že se obává o svou bezpečnost a bezpečnost svého partnera.",Leilina partnerka Nadia.,Leila v roce 2019 uprchla do Španělska a od té doby cestuje po různých zemích Evropy a ubytovává se u přátelských hostitelů z řad LGBTQ+ a v bezpečných domech.,"Leila přiložila zprávy skupin na podporu LGBTQ+, které upozorňují na pronásledování, jemuž jsou členové komunity v Tunisku vystaveni.",Ano
TW013,03.12.1987,Menzel Kamel,Tunis,"fiktivní adresa, fiktivní země",,,, Haliny děti ve věku 3 a 5 let.,Hala uprchla do Švédska v roce 2020 s pomocí ženského útulku.,,Ano
TW018,29.06.1988,Hammam-Lif,Tunis,"fiktivní adresa, fiktivní země",,,"Fatima Karoui žádá o azyl z důvodu pronásledování ze strany svého manžela a jeho rodiny. Jako oběť domácího násilí se obává o bezpečnost svou i svých dětí. Již několik let snáší fyzické a emocionální týrání a obává se, že v případě návratu do Tuniska bude zabita.",Fatiminy děti Hamza (7 let) a Amira (5 let).,Fatima uprchla do Francie v roce 2020 s pomocí přítele.,"Fatima přiložila výpovědi svých přátel a členů rodiny, kteří byli svědky zneužívání.",Ano
TW020,11.09.1953,Hergla,Tunis,"fiktivní adresa, fiktivní země",,nadia.brahmi@email.com,"Nadia Brahmi tvrdí, že žádá o azyl kvůli pronásledování ze strany svého otce a jeho rodiny v Tunisku. Jako LGBTQ+ osoba tvrdí, že byla vystavena obtěžování, diskriminaci a citovému zneužívání ze strany své rodiny a komunity. V případě návratu do Tuniska tvrdí, že se obává o svou bezpečnost a bezpečnost svého partnera.",Žádní rodinní příslušníci nejsou ohroženi.,Nadia v roce 2021 uprchla se svým partnerem do Španělska na základě falešných dokladů.,Nadia přiložila svá prohlášení a prohlášení svědků,Ano
TW022,21.12.1967,Takelsa,Tunis,"fiktivní adresa, fiktivní země",,amira.khadraoui@email.com,"Amira Khadraoui žádá o azyl z důvodu pronásledování ze strany svého bývalého manžela a jeho rodiny. Jako rozvedená žena čelí již několik let obtěžování, diskriminaci a fyzickému násilí ze strany svého bývalého manžela a jeho rodiny. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost svých dětí.","dvě děti Amiry, Sára (8 let) a Anis (5 let).",Amira uprchla do Francie v roce 2020 s pomocí přítele a na základě falešných dokladů.,,Ano
TW026,13.10.1976,Tazarka,Tunis,"fiktivní adresa, fiktivní země",,nadia.ayed@email.com,"Nadia Ayed žádá o azyl z důvodu pronásledování ze strany své rodiny a komunity. Jako žena, která se odmítla podřídit tradičním genderovým rolím a normám, jež jsou v Tunisku ženám ukládány, čelila obtěžování, diskriminaci a násilí ze strany své rodiny a komunity. V případě návratu do Tuniska se obává o svou bezpečnost a bezpečnost svého partnera.",Žádní rodinní příslušníci nejsou ohroženi.,Nadia uprchla do Itálie v roce 2020 s pomocí přítele a s použitím falešných dokladů.,"Nadia přiložila lékařské záznamy dokládající zranění utrpěná v důsledku fyzického násilí, policejní záznamy o zneužívání a obtěžování a výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na ní.",Ne
TW027,04.04.1958,Sidi Thabet,Tunis,"fiktivní adresa, fiktivní země",,amira.benali@email.com,"Amira tvrdí, že odmítla podřídit se tradičním genderovým rolím a normám v Tunisku a utekla ze země kvůli obecné diskriminaci a násilí ze strany svého bývalého partnera a jeho rodiny. I když obecné obtěžování a diskriminace mohou být důvodem pro udělení azylu v mnoha zemích, útěk pouze kvůli této obecné situaci není vždy uznáván jako dostatečný důvod pro udělení azylu. Osoba by musela prokázat, že byla konkrétně vystavena individuálnímu pronásledování nebo hrozbě života.","dvě děti Amiry, Karim (8 let) a Leila (5 let).",Amira uprchla do Francie v roce 2021 s pomocí přítele a na základě falešných dokladů.,,Ano
TW029,22.03.1964,Bir El Hafey,Tunis,"fiktivní adresa, fiktivní země",,nadia.salah@email.com,"Nadia Salah žádá o azyl z důvodu pronásledování ze strany svého bývalého manžela a jeho rodiny. Jako žena, která se odmítla podřídit tradičním genderovým rolím a normám, jež jsou v Tunisku ženám ukládány, čelila obtěžování, diskriminaci a násilí ze strany svého bývalého manžela a jeho rodiny. Pokud se vrátí do Tuniska, obává se o svou bezpečnost a bezpečnost svých dětí."," Nadiny tři děti, Ali (9 let), Leila (8 let) a Karima (5 let).",Nadia uprchla do Itálie v roce 2020 s pomocí přítele a s falešnými doklady.,"Nadia přiložila lékařské záznamy dokládající zranění způsobená fyzickým násilím, policejní záznamy o zneužívání a obtěžování a výpovědi svědků, kteří byli svědky násilí a zneužívání páchaného na ní a jejích dětech.",Ne
