zkratka,datum_narozeni,misto_narozeni,statni_prislusnost,kontaktni_adresa,telefon,email,duvod_o_azyl,rodinny_prislusnici,historie_cestovani_transitu,doklady_dokumenty,podepsane_prohlaseni
IM022,1.12.1994,"Anbar, Irák",Irák,"fiktivní adresa, fiktivní země",33 6 1234 5678,saif.ahmed@hotmail.com,"je členem komunity LGBTQ+ a čelil pronásledování a výhrůžkám smrtí ze strany své komunity a irácké vlády. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Saifově partnerce a jeho rodině v Iráku hrozí, že se stanou terčem útoku kvůli svému spojení s ním.",cestoval do Turecka autem a poté odletěl do Francie.,"má dokumentaci o pronásledování, kterému čelil jako člen komunity LGBTQ+, a lékařské záznamy prokazující zranění, která utrpěl při útoku.",Ne
IM024,11.2.1987,"Bagdád, Irák",Irák,"fiktivní adresa, fiktivní země",34 6 7890 1234,omar.hussain@email.com,"je členem sunnitské muslimské komunity a čelil pronásledování ze strany šíitské muslimské komunity a irácké vlády. Poté, co vystoupil proti korupci, mu bylo rovněž vyhrožováno smrtí. Uprchl ze země, aby hledal bezpečí, a potřebuje mezinárodní ochranu.","Omarova rodina se stále nachází v Iráku a hrozí jí, že se stane terčem útoku kvůli svému spojení s ním.",cestoval do Turecka autem a poté odletěl do Španělska.,,Ano
IM025,8.2.1984,"Mosul, Irák",Irák,"fiktivní adresa, fiktivní země",49 176 9876 5432,hassan.al-hamad@yahoo.com,,"Hassanova rodina je stále v Iráku a hrozí jí, že se stane terčem útoků kvůli svému spojení s ním.",cestoval do Turecka autobusem a poté odletěl do Německa.,,Ano
IM026,6.12.1996,"Anbar, Irák",Irák,"fiktivní adresa, fiktivní země",33 6 2345 6789,ali.ahmed@onmail.com,"Opustil jsem Irák kvůli obecné diskriminaci a násilí, kterým jsem čelil jako člen komunity LGBTQ+. I když jsem nebyl přímo perzekuován, moje sexuální orientace mě vystavila ostrému odsouzení a obtěžování ze strany mé rodiny i společnosti. I když si uvědomuji, že mé zkušenosti nejsou jedinečné, a že mnoho lidí může být v mnohem horší situaci, stále cítím, že můj život je ohrožen, a proto žádám o mezinárodní ochranu, abych mohl žít bezpečně a svobodně jako člen komunity LGBTQ+.","Alího rodina je stále v Iráku a hrozí jí, že se stane terčem útoku kvůli svému spojení s ním.",cestoval do Turecka autem a poté odletěl do Francie.,"má dokumentaci o pronásledování, obtěžování a násilí, kterému čelil jako člen komunity LGBTQ+, včetně lékařských záznamů a důkazů o fyzických útocích.",Ano
IM032,5.10.1985,Mosul,Irák,"fiktivní adresa, fiktivní země",46 123 456 789,sara.khalid@email.com,"Já, Sara Khalid, hledám azyl v Evropě kvůli pronásledování a hrozbám, kterým čelím jako člen komunity LGBTQ+ v Iráku. Převládající sociální a kulturní normy v Iráku vedou k vážné diskriminaci, násilí a stigmatizaci vůči jednotlivcům, jako jsem já. Mám neustálý strach o své bezpečí a blaho. Žádost o mezinárodní ochranu je pro mě zásadní, abych mohl žít autentický život bez strachu z pronásledování na základě mé sexuální orientace.",N/A (rodina žadatele bydlí v jiné zemi),"Abych se dostal do Švédska, podnikl jsem nebezpečnou cestu přes Írán, Turecko a Řecko. Z Řecka jsem procestoval různé evropské země, včetně Dánska a Norska, než jsem se konečně dostal do Švédska, kde jsem pobýval posledních jedenáct měsíců.","K této žádosti o azyl jsou připojeny fotografie a zdokumentované důkazy, které zdůrazňují nebezpečí, kterému čelí LGBTQ+ jednotlivci v Iráku. Zahrnul jsem zpravodajské články, zprávy a osobní účty, které poskytují důkazy o diskriminaci, násilí a sociální ostrakizaci vůči LGBTQ+ jednotlivcům. Kromě toho jsem připojil svědectví od kolegů aktivistů a renomovaných organizací pro lidská práva, které mohou ověřit mé zkušenosti a potvrdit rizika, kterým čelí jednotlivci v podobných pozicích.Kromě dokladů totožnosti jsem připojil osobní svědectví a příběhy, které shrnují výzvy, kterým čelí LGBTQ+ jednotlivci v Iráku. Dále jsem zahrnul zprávy od renomovaných mezinárodních organizací, které se zabývají situací LGBTQ+ práv v Iráku.",Ne
IW003,3.9.1988,"Bagdád, Irák",Irák,"fiktivní adresa, fiktivní země",456 789 012,zainab.kareem@email.com,Musela jsem opustit Irák kvůli pronásledování na základě své sexuální orientace. Byla jsem vystavena násilí a hrozbám. Hledám bezpečí a svobodu.,Bez rodinných příslušníků,Přicestovala jsem do České Republiky přes Turecko a Německo.,"Přikládám fotografie násilí, které jsem utrpěla, a zprávy od organizací bránících práv LGBT+ komunity.",Ne
IW004,18.9.1992,"Mosul, Irák",Irák,"fiktivní adresa, fiktivní země",46 8 123456,nadia.hussein@email.com,"Nadia uprchla z Iráku poté, co jejího manžela zabil ISIS a ona začala od této skupiny dostávat výhružné zprávy.","Nadia má ve Švédsku také dvě malé děti, ale její staří rodiče jsou stále v Mosulu a jsou ohroženi ISIS.","Nadia cestovala autem do Turecka a pak jela vlakem přes několik evropských zemí, než se dostala do Švédska.",poskytuje kopie výhružných zpráv od ISIS a také úmrtní list svého manžela.,Ano
IW005,2.3.1997,"Basra, Irák",Irák,"fiktivní adresa, fiktivní země",33 123456789,fatima.ali@gmail.com,"Fatimě její rodina vyhrožovala a obtěžovala ji poté, co se odmítla provdat za muže, kterého jí vybrali. Obává se, že pokud se vrátí do Iráku, bude ke sňatku donucena nebo bude vystavena vraždě ze cti.",Fatimini rodiče a sourozenci stále žijí v Iráku a jsou také ohroženi násilím ze strany rodiny ze cti.,"cestovala do Turecka autobusem a poté se vydala lodí do Itálie. Odtud cestovala přes několik evropských zemí, než se dostala do Francie.",,Ano
IW006,1.5.1990,"Bagdád, Irák",Irák,"fiktivní adresa, fiktivní země",49 170 1234567,sara.ali@hotmail.com,"Osoba, která uprchla z Iráku kvůli obecnému strachu z občanské války nebo nepokojů, ale nedokáže prokázat, že je konkrétně pronásledována nebo ohrožena kvůli své rasové, náboženské, politické či sociální příslušnosti.",žádné,cestovala z Iráku do Turecka a poté se lodí dostala do Řecka. Odtud cestovala přes Balkán až do Německa.,"poskytla policejní zprávy a lékařské záznamy dokumentující útoky, kterým čelila v Iráku.",Ano
IW008,12.7.1998,"Mosul, Irák",Irák,"fiktivní adresa, fiktivní země",46 123456789 ,layla.khader@hotmail.com,"Layla byla nucena uprchnout z Iráku poté, co jejího otce zabil ISIS a její matku zajal. Obává se o svůj život a potřebuje mezinárodní ochranu. ",Laylina matka je stále nezvěstná a její mladší bratr je v péči rodinného přítele.,"cestovala přes Turecko, než se dostala do Švédska.",,Ano
IW010,1.5.1985,"Bagdád, Irák",Irák,"fiktivní adresa, fiktivní země",44 123456789,amina.ali@gmail.com,Aminu pronásledovala její rodina a komunita kvůli jejímu netradičnímu životnímu stylu a sexuální orientaci. Obává se o svůj život a potřebuje mezinárodní ochranu., V nebezpečí jsou také Aminina matka a sestra.,"cestovala přes Turecko, než se dostala do Spojeného království. ",Byly přiloženy lékařské záznamy a důkazy o jejím pronásledování.,Ne
IW013,1.3.1989,"Mosul, Irák",Irák,"fiktivní adresa, fiktivní země",33 123456789,samar.aljubouri@gmail.com,"Osoba tvrdí, že utekla z Iráku kvůli sporům nebo nesouladu v rodině, aniž by prokázala, že byla vystavena perzekuci nebo vážnému ohrožení života ze strany členů rodiny.",žádné,"cestovala přes Turecko a Řecko, než se dostala do Francie.",Byly přiloženy důkazy o jejím pronásledování a zprávy o dodržování lidských práv.,Ano
IW016,7.12.1991,"Erbil, Irák",Irák,"fiktivní adresa, fiktivní země",49 123456789,ali.abbas@gmail.com,"Osoba, která uprchla z Iráku kvůli obecnému strachu z občanské války nebo nepokojů, ale nedokáže prokázat, že je konkrétně pronásledována nebo ohrožena kvůli své rasové, náboženské, politické či sociální příslušnosti.",V nebezpečí je také Aliho manželka a malá dcera. ,Ali před příjezdem do Německa cestoval přes Turecko. ,,Ano
IW017,12.10.1990,"Bagdád, Irák",Irák,"fiktivní adresa, fiktivní země",33 6 1234 5678,fatima.ali@gmail.com,"je aktivistka za práva žen, která se kvůli své činnosti stala terčem útoku teroristické skupiny. Před propuštěním byla unesena a znásilněna. Fatima potřebuje mezinárodní ochranu, protože se obává o svou bezpečnost v případě návratu do Iráku.","Fatimina matka a sourozenci jsou stále v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s Fatimou.","cestovala do Turecka autobusem, poté se vydala lodí do Itálie a poté dorazila do Francie.",,Ano
IW022,1.5.1989,"Mosul, Irák",Irák,"fiktivní adresa, fiktivní země",39 347 876 5432,rania.salah@hotmail.com,"je novinářka, která zjistila citlivé informace o firmě, pro kterou pracuje. Ze země uprchla, aby hledala bezpečí, a potřebuje mezinárodní ochranu.","Raniina rodina se stále nachází v Iráku a hrozí jí, že se stane terčem útoku kvůli svému spojení s ní.",cestovala do Turecka autobusem a poté letěla do Itálie.,"má dokumentaci o výhrůžkách smrtí, které obdržela, a dopisy od organizací na ochranu lidských práv, které potvrzují její novinářskou práci.",Ano
IW024,9.6.1997,"Kirkuk, Irák",Irák,"fiktivní adresa, fiktivní země",49 176 1234 5678,mina.jaber@yahoo.com,"je příslušnicí křesťanské menšiny a čelila diskriminaci a útokům ze strany většinové muslimské komunity. Utekla ze země, aby hledala bezpečí, a potřebuje mezinárodní ochranu.","Rodiče a sourozenci Miny jsou stále v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s ní.",cestovala do Turecka autobusem a poté letěla do Německa.,,Ano
IW025,3.9.1993,"Bagdád, Irák",Irák,"fiktivní adresa, fiktivní země",33 6 4567 8901,mariam.ibrahim@onmail.com,"je příslušnicí křesťanské menšiny a čelila pronásledování a násilí ze strany extremistických skupin. Utekla ze země, aby hledala bezpečí, a potřebuje mezinárodní ochranu.","Rodiče a mladší sourozenec Mariam jsou stále v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s Mariam.",cestovala do Turecka autem a poté letěla do Francie.,,Ano
IW026,7.4.1991,"Basra, Irák",Irák,"fiktivní adresa, fiktivní země",39 340 123 4567,layla.abbas@email.com,"Layla je členkou šíitské muslimské komunity a čelila pronásledování a násilí ze strany sunnitské muslimské komunity. Čelila také domácímu násilí ze strany svého manžela. Utekla ze země, aby hledala bezpečí, a potřebuje mezinárodní ochranu.","Rodiče a sourozenci Layly jsou stále v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s Laylou.",cestovala do Turecka autem a poté se vydala lodí do Itálie.,,Ano
IW027,5.8.1989,"Basra, Irák",Irák,"fiktivní adresa, fiktivní země",33 6 1234 5678,fatima.ali@onmail.com,"je členkou šíitské muslimské komunity a kvůli svému rozvodu a rozhodnutí žít nezávislý život čelila pronásledování a násilí ze strany sunnitské muslimské komunity i vlastní rodiny. Utekla ze země, aby hledala bezpečí, a potřebuje mezinárodní ochranu.","Fatimini rodiče a sourozenci jsou stále v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s Fatimou.",cestovala do Turecka autem a poté letěla do Francie.,"má dokumentaci o pronásledování a násilí, kterému čelila.",Ne
IW029,9.10.1994,"Najaf, Irák",Irák,"fiktivní adresa, fiktivní země",39 347 987 6543,sarah.rahman@yahoo.com,"Opustila jsem Sýrii kvůli pronásledování, sexuálnímu zneužívání a ohrožení života, kterým jsem čelila jako členka šíitské muslimské komunity kvůli svému rozhodnutí vzít si muže z jiné komunity. I když tato situace není tradičním politickým důvodem pro udělení azylu, žádám o mezinárodní ochranu, abych mohla žít bezpečně a bez strachu z násilí, kterého jsem byla obětí.","Sářin manžel je stále v Iráku a hrozí mu, že se stane terčem útoku kvůli svému spojení s ní.",cestovala do Turecka autem a poté se vydala lodí do Itálie.,má dokumentaci o pronásledování své rodiny,Ano
IW031,3.1.1993,"Basra, Irák",Irák,"fiktivní adresa, fiktivní země",32 475 123 456,fatima.ahmed@email.com,"Opustila jsem Sýrii, protože jsem si přála začít nový život v jiné zemi, kde bych mohla žít se svým partnerem bez společenských omezení a nátlaku rodiny. I když můj odchod nebyl způsoben politickou perzekucí, žádám o mezinárodní ochranu, abych měla možnost svobodně žít svůj život a být chráněna před možnými nepřátelstvími.","Fatimini rodiče a sourozenci jsou stále v Iráku a hrozí jim, že se stanou terčem útoku kvůli jejich spojení s Fatimou.",cestovala do Turecka autem a poté letěla do Belgie.,"má dokumentaci o pronásledování a násilí, kterému čelila ze strany členů své vlastní rodiny a manžela, včetně lékařských záznamů a důkazů o fyzickém napadení.",Ano
