zkratka,datum_narozeni,misto_narozeni,statni_prislusnost,kontaktni_adresa,telefon,email,duvod_o_azyl,rodinny_prislusnici,historie_cestovani_transitu,doklady_dokumenty,podepsane_prohlaseni
SW013,4.1.1987,Damašek,Sýrie,"fiktivní adresa, fiktivní země",123456789, layla.mansour@email.com,"Opustila Sýrii kvůli pronásledování ze strany vlády za její práci na podporu práv žen a prosazování rovnosti mezi pohlavími. Její angažovanost v aktivismu vyvolala odpor režimu, který ji stále považuje za hrozbu. Návrat do Sýrie by pro ni znamenal vystavit se opětovnému nebezpečí a ohrozit tak svou bezpečnost a život.",Manžel a dvě malé děti (2 a 5 let),Nebezpečná cesta do Evropy přes Turecko a Řecko.,"Aktivita za práva žen, fotografie z pronásledování, lékařské zprávy o citovém traumatu",Ano
SW014,12.6.1997,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,fatima.khalid@email.com,"Fatima uprchla ze Sýrie kvůli pronásledování ze strany ISIS kvůli svému členství v menšinové náboženské skupině. Její odchod z vlasti byl motivován snahou o přežití a ochranu před extrémním násilím a perzekucí, které hrozily jejímu životu v případě setrvání ve Sýrii.",starší rodiče a sourozenci,"Fatima je vdova, která se narodila v roce 1952: Fatima podnikla nebezpečnou cestu do Evropy přes Turecko, balkánskou trasu a dánsko","Potvrzení o nezapojení do teroristických aktivit, fotografie z pronásledování, lékařské zprávy o zraněních utrpěných při zatýkání",Ano
SW015,4.8.1993,Deir ez-Zor,Sýrie,"fiktivní adresa, fiktivní země",123456789,sara.saleh@email.com,"Sara opustila Sýrii kvůli pronásledování ze strany své rodiny, jelikož odmítla uzavřít dohodnutý sňatek a aktivně se angažovala v boji za práva žen. Její odvaha a odhodlání ve věci rovnosti a svobody vyvolalo odpor mezi konzervativními prvky v rodině, což ji postavilo do extrémního ohrožení.",Matka s mladší sourozenec,Sára podnikla nebezpečnou cestu do Evropy přes Turecko a Řecko.," Fotografie z pronásledování, lékařské zprávy o emočním traumatu, dokumenty o aktivismu za práva žen, rodinné dokumenty",Ano
SW016,4.8.1990,Daraa,Sýrie,"fiktivní adresa, fiktivní země",123456789,sara.mohammed@email.com,Sara uprchla ze Sýrie kvůli pronásledování ze strany své rodiny kvůli vztahu žena se ženou.,Otec,Sára podnikla nebezpečnou cestu do Evropy přes Turecko," Fotografie z pronásledování, lékařské zprávy o emočním traumatu, rodinné dokumenty",Ano
SW017,2.12.1997,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,zainab.hassan@email.com,"Zainab uprchla ze Sýrie kvůli pronásledování ze strany své rodiny v důsledku své novinářské práce. Její odvážná snaha odhalovat pravdu a informovat o událostech v zemi vyvolala odpor a hrozby smrtí. Vzhledem k této situaci má vážné obavy o svou bezpečnost a život, stejně jako o životy svých blízkých.",Matka a otec,Zainab se vydala na nebezpečnou cestu do Evropy přes Turecko a Řecko. ,"Dokumenty o novinářské práci, fotografie z pronásledování, lékařské zprávy o citovém traumatu, rodinné dokumenty",Ano
SM047,15.11.1994,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.khalil@email.com,"Já, Ahmed Khalil, hledám azyl v Evropě kvůli devastující válce a nekonečnému násilí v Sýrii. Konflikt, který trvá již dlouhá léta, způsobil obrovskou nejistotu, ztrátu drahých lidí a úplné zničení mého rodného města Aleppo. V důsledku toho je můj život vážně ohrožen, a proto se uchyluji k hledání mezinárodní ochrany, abych unikl tomuto nebezpečí a mohl najít bezpečí a klid, kterému se nyní zdá být nedosažitelným snem.","Jméno: Fatima Khalil
Věk: 50 (matka)
Vztah k žadateli o azyl: Matka","Abych se dostal do Řecka, podnikl jsem nebezpečnou cestu přes Turecko. Z Turecka jsem odcestoval do Řecka, kde pobývám posledních třináct měsíců.","V příloze této žádosti o azyl jsou fotografie a zdokumentované důkazy, které dokládají nebezpečnou situaci v Sýrii. Zahrnul jsem zpravodajské články, zprávy a osobní zprávy, které zobrazují násilí a zničení války. Kromě toho jsem připojil svědectví od ostatních Syřanů a renomovaných organizací pro lidská práva, které mohou potvrdit rizika, kterým čelí jednotlivci za podobných okolností. Kromě dokladů totožnosti jsem připojil osobní svědectví a příběhy, které ilustrují problémy, kterým čelí syrští uprchlíci. Dále jsem zařadil zprávy renomovaných mezinárodních organizací, které se zabývají situací v Sýrii a jejím dopadem na civilní obyvatelstvo.",Ano
SM048,10.7.1993,Homs,Sýrie,"fiktivní adresa, fiktivní země",123456789,rana.hasan@email.com,"Já, Rana Hasan, žádám o azyl v Evropě kvůli vážným hrozbám a pronásledování, kterému jako aktivistka za lidská práva v Sýrii čelím. Moje neustálé úsilí obhajovat spravedlnost, svobodu projevu a demokracii ze mě udělalo terč represivního režimu. Vězení, mučení a dokonce i smrt jsou běžnými osudy aktivistů, jako jsem já. Hledání mezinárodní ochrany je mou jedinou nadějí, jak uniknout hrozícímu nebezpečí a pokračovat v práci na lepší Sýrii.","Jméno: Samir Hasan
Věk: 30 (bratr)
Vztah k žadateli o azyl: Bratr","Abych se dostal do Švédska, podnikl jsem nebezpečnou cestu přes Libanon a Turecko. Z Turecka jsem cestoval do různých evropských zemí, včetně Německa a Dánska, než jsem se konečně dostal do Švédska, kde jsem pobýval posledních dvanáct měsíců.","V příloze této žádosti o azyl jsou fotografie a zdokumentované důkazy, které dokládají porušování lidských práv a nebezpečí v Sýrii. Zahrnul jsem zpravodajské články, zprávy a osobní zprávy, které upozorňují na represe, kterým aktivisté čelí. Kromě toho jsem připojil svědectví od kolegů aktivistů a renomovaných organizací pro lidská práva, které mohou potvrdit rizika, kterým čelí jednotlivci v podobných pozicích. Kromě dokladů totožnosti jsem připojil osobní svědectví a příběhy, které ilustrují výzvy, kterým čelí syrští aktivisté. Dále jsem zahrnul zprávy od renomovaných mezinárodních organizací, které se zabývají situací lidských práv v Sýrii.",Ano
SM049,15.3.1992,Damašek,Sýrie,"fiktivní adresa, fiktivní země",123456789,sara.ahmed@email.com,"Já, Sara Ahmed, hledám azyl v Evropě kvůli nevyhnutelnému násilí a chaosu v Sýrii. Nepřetržité bombardování, stálý strach a ztráta milovaných osob mě přiměly opustit svou domovinu. V této situaci se bojím o svůj život a hledám ochranu v mezinárodním společenství, abych unikla této smrtící realitě a mohla znovu začít budovat svůj život v bezpečí a míru.","Jméno: Ahmed Khalid
Věk: 45 (otec)
Vztah k žadateli o azyl: Otec","Abych se dostal do Německa, podnikl jsem nebezpečnou cestu přes Libanon a Turecko. Z Turecka jsem procestoval několik evropských zemí, včetně Řecka a Rakouska, než jsem se konečně dostal do Německa, kde pobývám posledních třináct měsíců.","K této žádosti o azyl jsou připojeny fotografie a zdokumentované důkazy, které dokládají zoufalou situaci v Sýrii. Zahrnul jsem zpravodajské články, zprávy a osobní zprávy, které zobrazují bombové útoky, ničení a ztráty na životech. Kromě toho jsem připojil svědectví od ostatních Syřanů a renomovaných organizací pro lidská práva, které mohou potvrdit rizika, kterým čelí jednotlivci za podobných okolností. Kromě dokladů totožnosti jsem připojil osobní svědectví a příběhy, které ilustrují problémy, kterým čelí syrští uprchlíci. Dále jsem zařadil zprávy renomovaných mezinárodních organizací, které se zabývají situací v Sýrii a jejím dopadem na civilní obyvatelstvo.",Ano
SM050,4.10.1983,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,ali.hassan@email.com,"Já, Ali Hassan, hledám azyl v Evropě kvůli neustálému násilí a pronásledování, které jsem jako novinář v Sýrii zažil. Represivní režim považoval mou práci za hrozbu a zatýkal novináře, kteří odhalovali jejich porušování lidských práv a korupci. Čelil jsem mnoha pokusům o mé život a svědčil jsem o zmizení mých kolegů. Proto jsem nucen hledat azyl a mezinárodní ochranu, abych zachránil svůj život a mohl pokračovat ve své práci na obranu pravdy a spravedlnosti.","Jméno: Fatima Hassan
Věk: 50 (matka)
Vztah k žadateli o azyl: Matka","Abych se dostal do Francie, podnikl jsem nebezpečnou cestu přes Libanon a Turecko. Z Turecka jsem cestoval do různých evropských zemí, včetně Itálie a Švýcarska, než jsem se konečně dostal do Francie, kde jsem pobýval posledních dvanáct měsíců.","K této žádosti o azyl jsou připojeny fotografie a zdokumentované důkazy, které dokládají nebezpečí, kterému čelí novináři a zastánci svobody slova v Sýrii. Zahrnul jsem zpravodajské články, zprávy a osobní účty, které zdůrazňují rizika a cílené útoky. Kromě toho jsem připojil svědectví od kolegů novinářů a renomovaných organizací pro lidská práva, které mohou potvrdit rizika, kterým čelí jednotlivci v podobných pozicích. Kromě dokladů totožnosti jsem připojil osobní svědectví a příběhy, které zobrazují výzvy, kterým čelí syrští novináři. Dále jsem zahrnul zprávy od renomovaných mezinárodních organizací, které se zabývají situací svobody médií v Sýrii.",Ano
SM028,12.5.1992,Sýrie,Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.alhassan@email.com,"Opustil jsem svou zemi, protože jsem si přál uniknout svým povinnostem a odpovědnostem. Měl jsem pocit, že je to příležitost změnit svůj život a začít znovu někde jinde, mimo dosah závazků a starostí. Má rozhodnutí nebyla ovlivněna žádným skutečným nebezpečím nebo strachem, byla to pouze touha po novém začátku a osobní svobodě.","Můj otec, matka a sestra zůstali v Sýrii. Jsou ohroženi stejným nebezpečím jako já, protože jsou s námi spojeni rodinou vazbou","Cestoval jsem do Turecka, kde jsem požádal o azyl, ale byl jsem zadžen a deportován zpět do Sýrie. Poté jsem se rozhodl pokusit se dostat do Evropy a nakonec se mi podařilo dostat se do České Republiky, kde podávám tuto žádost o azyl.","Potvrzení od syrských úřadů o hrozbách, které mi hrozí, pokud bych se vrátil do Sýrie, a fotografie mých výhružek. Policejní záznamy, zprávy o lidských právech a další relevantní dokumenty",Ne
SM029,8.7.1990,"Homs, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,omar.ahmed@email.com,"Opustil jsem svou vlast kvůli obavám z konfliktů a rizika. Byl jsem příliš vystrašený, abych zůstal a čelil skutečným problémům a výzvám, které život přináší. Rozhodl jsem se, že by bylo snazší najít útočiště jinde a vyhnout se tak nebezpečí a nepříjemnostem.",Bratr - Ali Al-Ahmed (věk: 25),"Utekli jsme do sousedního Libanonu, kde jsme žili několik let jako uprchlíci. Odtud jsem se pokusil dostat do Evropy a nyní jsem .",,Ne
SM030,15.4.1987,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.almansoori@email.com,"Ahmed tvrdí, že před konfliktem v Sýrii provozoval úspěšný obchod, který válka zničila. Nyní se potýká s finančními problémy a hledá azyl ve Spojeném království, aby mohl znovu začít a obnovit svůj byznys.","Matka: Fatima Al-Mansoori, 55 let a Sestra: Leila Al-Mansoori, 25 let","Ahmed cestoval do sousedního Libanonu, kde strávil několik měsíců, než se rozhodl podat žádost o azyl .","Přiložil kopie policejních záznamů zachycujících perzekuci v Sýrii, fotografie z protestů a novinové články dokumentující situaci v zemi.",Ano
SM031,20.3.1993,"Deir ez-Zor, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,ali.saleh@email.com,"Jsem nucen opustit Sýrii kvůli vážnému onemocnění, které není v zemi dostatečně léčeno. Hledám azyl v zemi s lepšími zdravotními službami, abych mohl získat nezbytnou péči.",Bez rodinných příslušníků,"Opustil jsem Sýrii a cestoval přes Turecko, Řecko a další země Balkánu, než jsem se dostal do České republiky.",,Ano
SM032,3.5.1980,"Daraa, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmad.mazroui@email.com,"Opustil jsem Sýrii kvůli vojenské službě a obavám z nasazení ve válce. Nesouhlasím s konfliktem, který považuji za zbytečný a ničivý. Preferuji mírové řešení a nechci být zapojen do násilí.",Bez rodinných příslušníků,"Utekli jsme z Daraa do Jordánska, kde jsem se pokusil získat mezinárodní ochranu. Nakonec jsem se dostal do České republiky.",,Ano
SM033,5.9.1993,"Homs, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,mohamad.karim@email.com,"Jako novinář jsem byl obviněn z nelegálního šíření dezinformací a podněcování k nepokojům v zemi. Můj zadržení a tvrzené mučení byly výsledkem mého údajného zapojení do nelegálních politických aktivit. Teď hledám azyl pod záminkou hledání bezpečného útočiště, ale ve skutečnosti jsem se snažil uniknout spravedlivému stíhání a pokračovat v podněcování nepokojů.",Bez rodinných příslušníků,"Cestoval jsem přes Turecko a Balkán, abych se dostal do Evropy. Nyní jsem .",Přikládám kopie mé novinářské práce a záznamy o zatčení,Ne
SM034,8.11.1976,"Idlib, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,samir.aziz@email.com,"Chce požádat o azyl, tvrdíce, že byl v Sýrii sociálně vyloučen a diskriminován, a že hledá lepší životní podmínky v Evropě, i když není přímo ohrožen politickou perzekucí. Ve skutečnosti se cítil pohodlně ve svém sociálním postavení a nebyl vystaven žádnému typu perzekuce. Jeho úsilí o azyl je založeno spíše na osobních ambicích než na skutečné nutnosti ochrany.","Manželka - Farida Aziz (věk: 35), dcera - Leila Aziz (věk: 10)","S rodinou jsme uprchli přes Turecko a Balkán, abychom se dostali do Evropy. Nyní jsme ",,Ano
SM035,2.3.1991,"Hama, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.omar@email.com,"Opustil jsem Sýrii, protože jsem se necítil psychicky dobře kvůli nedorozuměním s místními úřady. I když nebyl vystaven fyzickému ohrožení, tvrdí, že jeho svoboda projevu byla omezena. Skutečností však může být, že se snažil vyhnout se právní odpovědnosti za své činy a hledal pohodlnější životní styl.",Bez rodinných příslušníků,Utekl jsem do Turecka a odtud cestoval přes Balkán. Nyní žádám o azyl .,,Ano
SM036,20.4.1980,"Latakia, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,youssef.khalil@email.com,"Byl jsem zadržen vládními silami kvůli mé účasti na protestech, které eskalovaly do násilí a ničení majetku. Tvrdím, že byl brutálně zacházeno během mého věznění, což mě přimělo hledat azyl. Avšak skutečnost může být taková, že jsem se snažil vyhnout se odpovědnosti za ničení majetku a násilné chování během protestů.",Bez rodinných příslušníků,"Utekl jsem přes Turecko a Balkán, abych se dostal do Evropy. Nyní žádám o azyl .",Přikládám kopie výslechů a zprávy od lidskoprávních organizací.,Ano
SM037,5.10.1998,"Deir ez-Zor, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,layth.hamza@email.com,"Opustil jsem Sýrii kvůli chudobě a násilí v mém regionu. I když se tvářím, že hledám bezpečí a novou šanci, ve skutečnosti jsem uprchl kvůli osobním důvodům a ne kvůli skutečnému ohrožení mého života.",Bez rodinných příslušníků,"Utekl jsem přes Turecko a Balkán, abych se dostal do Evropy. Nyní žádám o azyl .",Přikládám fotografie zničených domovů a zprávy od humanitárních organizací.,Ne
SM038,10.5.1987,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,samir.ibrahim@hotmail.com,Samir opustil Sýrii kvůli soukromým rodinným záležitostem a touze začít nový život v jiné zemi. Pobýval v Aleppu a nebyl vystaven válečným situacím nebo přímému ohrožení pro svůj život.,"Manželka Leila Ibrahim (29 let), syn Ahmed Ibrahim (5 let).",Přicestoval jsem do České Republiky prostřednictvím Balkánu.,Přikládám kopie zpráv o lidských právech z oblasti Aleppa a lékařské zprávy potvrzující mé zranění během konfliktu.,Ne
SM039,15.7.1985,"Raqqa, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,abbas.karim@gmail.com,"Odešel jsem ze Sýrie poté, co jsem vyhrál v loterii velkou sumu peněz a rozhodl se žít luxusním životem na Azorech.","Matka Nour Karim (60 let), sestra Fatima Karim (30 let).",Utekl jsem do Jordánska a odtud cestoval do Evropy. Nyní žádám o azyl .,,Ano
SM040,3.9.1990,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,"
ahmed.alsayed@email.com","Ahmed uprchl ze Sýrie kvůli pronásledování ze strany vlády za to, že vystupoval proti porušování lidských práv. V případě návratu se obává o svou bezpečnost.","Ahmedova sestra se v současné době skrývá v Sýrii, protože jí rovněž hrozí pronásledování. ",Ahmed uprchl přes Turecko a lodí se dostal do Řecka a poté do Německa. ,,Ano
SM041,14.5.1988,Raqqa,Sýrie,"fiktivní adresa, fiktivní země",123456789,omar.hassan@email.com,"Ahmed uprchl ze Sýrie kvůli údajnému pronásledování ze strany vlády za účast v aktivismu na obranu lidských práv. Obává se, že by v případě návratu mohl být ohrožen.",Omarova manželka a děti jsou v Sýrii rovněž ohroženy. ,Omar před příjezdem do Nizozemska cestoval přes Turecko a Řecko. ,"Omar má osvědčení o náboženském pronásledování a policejní zprávu, v níž jsou podrobně popsány hrozby, kterým čelil v Sýrii.",Ano
SM042,27.9.1992,Deir ez-Zor,Sýrie,"fiktivní adresa, fiktivní země",123456789,ali.hamza@gmail.com,"Ahmed opustil Sýrii, protože věří, že v jiné zemi bude mít lepší životní podmínky, než jaké mohl mít ve své vlasti.",Aliho rodiče a sourozenci jsou v Sýrii rovněž ohroženi kvůli svému spojení s ním. ,Ali před příjezdem do Finska cestoval přes Turecko a Belgii. ,"Ali má k dispozici policejní zprávu, v níž jsou podrobně popsány výhrůžky, které obdržel od extremistické skupiny, a také zprávu o dodržování lidských práv, v níž jsou podrobně popsány jejich akce v Sýrii. ",Ano
SM043,5.10.1988,Hama,Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.masoud@email.com,,"Ahmedův bratr Mahmúd, který je rovněž politicky aktivní, se skrývá a hrozí mu pronásledování ze strany syrské vlády. ","Ahmed cestoval z Damašku do tureckého Istanbulu s platným vízem a poté se s převaděči dostal do Řecka, kde vstoupil na území EU. ",,Ne
SW044,12.10.1986,"Latakia, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,sara.hakim@email.com,"Opustila jsem Sýrii, protože jsem dostala nabídku pracovat jako hlavní modelka na módní přehlídce ve světové metropoli New Yorku. Zjistila jsem, že módní průmysl v Sýrii nenabízí dostatečné možnosti pro moji kariéru a toužila jsem po větších příležitostech v zahraničí.",Bez rodinných příslušníků vzemi.,"Opustila jsem Sýrii a cestovala přes různé země a kontinenty, než jsem se dostala do České republiky.","Přikládám oznámení o účasti na výzkumném pobytu na Antarktidě, podepsané příslušnou vědeckou institucí či univerzitou.",Ano
SW045,20.8.1995,"Hama, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,leila.mansoori@email.com,"Fatima tvrdí, že byla před konfliktem v Sýrii velmi úspěšná podnikatelka v oblasti realit. Avšak kvůli finančním problémům a nepříznivým podmínkám, které přinesl konflikt, musela opustit zemi.","Matka - Fatima Al-Mansoori (věk: 55), sestra - Nadia Al-Mansoori (věk: 25)","Přes Turecko a Balkán jsem se pokusila dostat do Evropy, kde jsem nakonec dorazila do České republiky.","Přikládám kopie mé práce a rozhovory s lidmi, kteří byli svědky mého selhání.",Ano
SW046,9.4.1997,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,nadia.saeed@email.com,"Odešla jsem ze Sýrie, protože jsem byla vybrána jako jedna z hlavních postav pro natáčení nového filmu Hollywoodu. I když mám vztah ke své rodné zemi, rozhodla jsem se přijmout tuto skvělou pracovní příležitost a využít ji ke svému profesnímu růstu.","Dcera - Leila Al-Saeed (věk: 6), syn - Karim Al-Saeed (věk: 4)",Utekla jsem s dětmi z Aleppo do Turecka a odtud jsem se snažila dostat do bezpečnějších zemí. Nyní jsme .,Přikládám kopie přijetí na Harvardskou univerzitu.,Ano
SM047,14.9.1977,"Rakka, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,hassan.hussein@email.com,"Mohammed tvrdí, že před konfliktem byl v Sýrii úspěšným investorem v oblasti kryptoměn. Avšak v důsledku válečné situace ztratil své investice a nyní hledá nové příležitosti v zahraničí.",Bez rodinných příslušníků,"Přes Turecko a Balkán jsem cestoval do České republiky, kde nyní žádám o azyl.",Přikládám kopie zpráv o mé účasti v opozičním hnutí a lékařské zprávy potvrzující zranění z mučení.,Ano
SW048,27.2.1991,"Homs, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,rana.mansoor@email.com,"Opustila jsem Sýrii, abych se připojila k mezinárodnímu cirkusu jako akrobatka. Přestože mám silné kořeny ve své vlasti, rozhodla jsem se využít této jedinečné příležitosti ke svému profesnímu rozvoji a objevování nových světů.",Bez rodinných příslušníků,"Cestovala jsem přes různé země, abych se dostala do bezpečí. Nyní jsem  a žádám o azyl.","Přikládám fotografie smlouvy a dokládám zprávy, které tuto situaci potvrzují",Ano
