zkratka,datum_narozeni,misto_narozeni,statni_prislusnost,kontaktni_adresa,telefon,email,duvod_o_azyl,rodinny_prislusnici,historie_cestovani_transitu,doklady_dokumenty,podepsane_prohlaseni
SW011,10.7.1988,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,amal.hassan@email.com,Musela jsem opustit Sýrii kvůli neustálému ohrožení ze strany ozbrojených skupin. Můj bratr byl unesen a jeho osud je neznámý. Bojím se o život svůj i své rodiny.,Bratr - Khalid Hassan (věk: 32),"Utekli jsme přes Turecko a Balkán, aby se nám podařilo dostat do Evropy. Nyní jsme .",Přiložila jsem kopie dopisů vyhrožujících mé rodině a fotografie zničených částí města.,Ano
SM012,5.9.1993,"Homs, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,mohamad.karim@email.com,Jsem novinář a byl jsem pronásledován za svou práci. Psal jsem o politické situaci a lidských právech a byl jsem zatčen a mučen. Mým cílem je najít bezpečí a pokračovat v informování.,Bez rodinných příslušníků,"Cestoval jsem přes Turecko a Balkán, abych se dostal do Evropy. Nyní jsem .",Přikládám kopie mé novinářské práce a záznamy o zatčení,Ano
SW013,15.1.1985,"Damask, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,layla.rahman@email.com,"Jsem lékařka a věnovala jsem se oblastem postiženým konfliktem. Byla jsem svědkem násilí a utrpení, což mě stálo vlastní bezpečí. Utekla jsem, abych mohla pokračovat v lékařské práci bez strachu o život.",Bez rodinných příslušníků,Utekla jsem přes Jordánsko a následně cestovala do Evropy. Nyní jsem .,Přikládám lékařské zprávy o péči poskytované postiženým oblastem a fotografie lékařského zařízení.,Ano
SW014,20.4.1990,"Rakka, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,fatima.ahmed@email.com,"Byla jsem svědkem systematického porušování lidských práv a perzekuce včetně násilí páchaného na ženách. Musela jsem opustit Sýrii, abych se mohla bránit a hledat bezpečí.",Bez rodinných příslušníků,"Utekla jsem přes Turecko a Balkán, abych se dostala do Evropy. Nyní jsem .","Přikládám svědectví od dalších žen, které byly obětmi násilí, a zprávy od organizací bránících ženským právům.",Ano
SM015,8.11.1976,"Idlib, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,samir.aziz@email.com,"Byl jsem zatčen a mučen kvůli svému nesouhlasu s vládou. Utekl jsem, protože bych jinak čelil smrti. Hledám bezpečí a svobodu pro sebe a svou rodinu.","Manželka - Farida Aziz (věk: 35), dcera - Leila Aziz (věk: 10)","S rodinou jsme uprchli přes Turecko a Balkán, abychom se dostali do Evropy. Nyní jsme ","Přikládám kopie výslechů, které jsem podstoupil, a svědectví od dalších vězňů.",Ano
SW016,15.8.1984,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,fatima.abdullah@email.com,Opustila jsem Sýrii kvůli pronásledování na základě mého náboženství. Jako křesťanka jsem byla terčem násilí a hrozeb. Hledám ochranu a bezpečí pro sebe a svou rodinu.,"Manžel - Elias Al-Abdullah (věk: 39), syn - Adam Al-Abdullah (věk: 12)","Utekli jsme z Aleppo přes Turecko a Balkán, abychom se dostali do Evropy. Nyní žádáme o azyl .","Přikládáme kopie hrozeb a zprávy od církevních organizací, které nás podporují.",Ano
SM017,2.3.1991,"Hama, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.omar@email.com,Opustil jsem Sýrii kvůli perzekuci ze strany vlády. Byl jsem zatčen a vězněn za své politické názory. Hledám ochranu a možnost svobodného projevu.,Bez rodinných příslušníků,Utekl jsem do Turecka a odtud cestoval přes Balkán. Nyní žádám o azyl .,"Přikládám zprávy o mé politické aktivitě a kopie výslechů, kterým jsem byl podroben.",Ano
SW018,10.1.1996,"Daraa, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,leila.mansour@email.com,Musela jsem opustit Sýrii kvůli pronásledování na základě své sexuální orientace. Byla jsem vystavena násilí a hrozbám. Hledám bezpečí a svobodu.,Bez rodinných příslušníků,Utekla jsem do Jordánska a odtud cestovala do Evropy. Nyní žádám o azyl .,"Přikládám fotografie násilí, které jsem utrpěla, a zprávy od organizací bránících práv LGBT+ komunity.",Ano
SM019,20.4.1980,"Latakia, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,youssef.khalil@email.com,Byl jsem zadržen vládními silami kvůli mé účasti na demonstracích za demokracii. Věznění bylo kruté a nemohu se vrátit. Hledám svobodu a ochranu.,Bez rodinných příslušníků,"Utekl jsem přes Turecko a Balkán, abych se dostal do Evropy. Nyní žádám o azyl .",Přikládám kopie výslechů a zprávy od lidskoprávních organizací.,Ano
SM020,5.10.1998,"Deir ez-Zor, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,layth.hamza@email.com,"Opustil jsem Sýrii kvůli násilí a perzekuci v mé oblasti. Byl jsem svědkem hrůz, které sužovaly mou komunitu. Hledám bezpečí a možnost začít znovu.",Bez rodinných příslušníků,"Utekl jsem přes Turecko a Balkán, abych se dostal do Evropy. Nyní žádám o azyl .",Přikládám fotografie zničených domovů a zprávy od humanitárních organizací.,Ano
SW021,12.5.1990,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,fatima.al-mahdi@email.com,"Opustila jsem Sýrii kvůli perzekuci ze strany vládních sil. Moje rodina byla zavražděna a já čelila vážným hrozbám. Potřebuji mezinárodní ochranu, abych mohla začít znovu.",Bez rodinných příslušníků,Utekla jsem do Turecka a odtud pokračovala do Evropy. Nyní žádám o azyl .,Přikládám fotografie poškozených domovů a výpisy z novin o situaci v Sýrii.,Ano
SM022,10.5.1987,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,samir.ibrahim@hotmail.com,Samir opustil Sýrie kvůli občanské válce a hrozícímu nebezpečí pro svůj život. Podrobně popisuje situaci v Aleppu a své zkušenosti s válkou.,"Manželka Leila Ibrahim (29 let), syn Ahmed Ibrahim (5 let).",Přicestoval jsem do České Republiky prostřednictvím Balkánu.,Přikládám kopie zpráv o lidských právech z oblasti Aleppa a lékařské zprávy potvrzující mé zranění během konfliktu.,Ano
SW023,5.8.1992,"Homs, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,lina.khalid@email.com,"Uprchla jsem ze Sýrie kvůli politické perzekuci a nebezpečí, které mi hrozilo kvůli názorům. Byla jsem pronásledována.",Bratr Jamal Khalid (30 let).,Přicestovala jsem přes Turecko a Rakousko. ,"Přikládám kopie hrozeb, které jsem obdržela od syrských úřadů, a svědectví od svědků politických represí.",Ano
SW024,20.1.1989,"Damašek, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,hadiya.ali@hotmail.com,"Utekla jsem ze Sýrie kvůli násilí a hrozbám, kterým jsem čelila jako aktivistka za lidská práva.",Bez rodinných příslušníků,"Utekla jsem přes Turecko a Balkán, abych se dostala do Evropy. Nyní jsem .",Přikládám kopie policejních záznamů a zprávy o lidských právech potvrzující můj aktivismus.,Ano
SM025,15.7.1985,"Raqqa, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,abbas.karim@gmail.com,Utekl jsem ze Sýrie kvůli hrozbám ze strany teroristických skupin a násilí v oblasti Raqqa.,"Matka Nour Karim (60 let), sestra Fatima Karim (30 let).",Utekl jsem do Jordánska a odtud cestoval do Evropy. Nyní žádám o azyl .,Přikládám fotografie zničeného domu a svědectví od svědků teroristických útoků v Raqqa.,Ano
SM026,3.9.1990,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,"
ahmed.alsayed@email.com","Ahmed uprchl ze Sýrie kvůli pronásledování ze strany vlády za to, že vystupoval proti porušování lidských práv. V případě návratu se obává o svou bezpečnost.","Ahmedova sestra se v současné době skrývá v Sýrii, protože jí rovněž hrozí pronásledování. ",Ahmed uprchl přes Turecko a lodí se dostal do Řecka a poté do Německa. ,"Ahmed má policejní záznamy a lékařské zprávy, v nichž je podrobně popsáno pronásledování, kterému čelil v Sýrii. ",Ano
SW027,21.11.1995,Homs,Sýrie,"fiktivní adresa, fiktivní země",123456789,fatima.abbas@email.com,"Fatima opustila Sýrii poté, co byl její snoubenec zabit vládními silami. V případě návratu se obává o svou bezpečnost, protože ji vláda považuje za hrozbu. ",Fatimina matka je stále v Sýrii a je rovněž ohrožena kvůli Fatiminým politickým názorům. ,Před příjezdem do Francie Fatima cestovala přes Libanon a Itálii. ,"Fatima má zprávu o lidských právech, která podrobně popisuje pronásledování, jemuž čelí civilisté v Sýrii, a také potvrzení o smrti jejího snoubence. ",Ano
SM028,14.5.1988,Raqqa,Sýrie,"fiktivní adresa, fiktivní země",123456789,omar.hassan@email.com,"Omar byl nucen uprchnout ze Sýrie poté, co se stal terčem útoku kvůli svému menšinovému náboženskému přesvědčení. V případě návratu se obává o svou bezpečnost. ",Omarova manželka a děti jsou v Sýrii rovněž ohroženy. ,Omar před příjezdem do Nizozemska cestoval přes Turecko a Řecko. ,"Omar má osvědčení o náboženském pronásledování a policejní zprávu, v níž jsou podrobně popsány hrozby, kterým čelil v Sýrii.",Ano
SM029,27.9.1992,Deir ez-Zor,Sýrie,"fiktivní adresa, fiktivní země",123456789,ali.hamza@gmail.com,"Ali opustil Sýrii poté, co mu kvůli jeho politickým názorům vyhrožovala extremistická skupina. V případě návratu se obává o svou bezpečnost. ",Aliho rodiče a sourozenci jsou v Sýrii rovněž ohroženi kvůli svému spojení s ním. ,Ali před příjezdem do Finska cestoval přes Turecko a Belgii. ,"Ali má k dispozici policejní zprávu, v níž jsou podrobně popsány výhrůžky, které obdržel od extremistické skupiny, a také zprávu o dodržování lidských práv, v níž jsou podrobně popsány jejich akce v Sýrii. ",Ano
SM030,5.10.1988,Hama,Sýrie,"fiktivní adresa, fiktivní země",123456789,ahmed.masoud@email.com,Ahmed žádá o mezinárodní ochranu z důvodu své politické aktivity za demokratické reformy v Sýrii. V důsledku toho se stal terčem útoků ze strany vlády a v případě návratu do Sýrie se obává o svůj život. ,"Ahmedův bratr Mahmúd, který je rovněž politicky aktivní, se skrývá a hrozí mu pronásledování ze strany syrské vlády. ","Ahmed cestoval z Damašku do tureckého Istanbulu s platným vízem a poté se s převaděči dostal do Řecka, kde vstoupil na území EU. ","Ahmed má k dispozici policejní záznamy, které dokládají jeho zatčení a výslechy syrskými úřady kvůli jeho politickým aktivitám, a také zprávy o dodržování lidských práv dokumentující zásahy syrské vlády proti disentu.",Ano
SW031,1.1.1995,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,sara.ahmed@email.com,"Sara žádá o mezinárodní ochranu z důvodu příslušnosti k náboženské menšině, která je terčem útoků syrské vlády a extremistických skupin. V případě návratu do Sýrie se obává o svůj život. ","Sářini rodiče a sourozenci, kteří jsou rovněž členy stejné náboženské menšinové skupiny, stále žijí v Sýrii a hrozí jim pronásledování. ","Sára cestovala ze Sýrie do Turecka s převaděčem a poté se lodí dostala do Řecka, kde vstoupila na území EU. ","Sára má podepsaná místopřísežná prohlášení rodinných příslušníků v Sýrii, která dokládají pronásledování, jemuž byli vystaveni, a lékařské zprávy o vlastních zraněních, která utrpěla při bombovém útoku v Sýrii. ",Ano
SM032,18.7.1980,Damašek,Sýrie,"fiktivní adresa, fiktivní země",123456789,omar.hussein@gmail.com,"Omar žádá o mezinárodní ochranu kvůli své sexuální orientaci, která je v Sýrii trestná.V případě návratu do Sýrie se obává o svůj život.","Omar není v kontaktu se svými rodinnými příslušníky v Sýrii a neví, zda jsou ohroženi. ","Omar cestoval ze Sýrie do Turecka s platným vízem a poté lodí do Itálie, kde vstoupil na území EU. ","Omar má lékařské záznamy dokládající jeho zranění, která utrpěl při bití syrskými policisty kvůli své sexualitě, a také dopis od organizace na ochranu práv LGBT v Sýrii, v němž je podrobně popsáno pronásledování LGBT osob v Sýrii. ",Ano
SM033,1.10.1985,Latakia,Sýrie,"fiktivní adresa, fiktivní země",123456789,khalid.alfaisal@email.com,"Khalid žádá o mezinárodní ochranu z důvodu svého náboženství, které je v Sýrii menšinové a je terčem útoků extremistických skupin. V případě návratu do Sýrie se obává o svůj život.","Khalidovi rodiče a sourozenci, kteří jsou rovněž příslušníky stejného menšinového náboženství, stále žijí v Sýrii a hrozí jim pronásledování. ","Chálid cestoval z Damašku do Libanonu s platným vízem a poté odletěl do Itálie, kde vstoupil na území EU. ","Khalid má místopřísežná prohlášení rodinných příslušníků v Sýrii, která dokládají pronásledování, jemuž byli vystaveni, a také dopis od náboženské organizace v Sýrii, v němž je podrobně popsáno pronásledování menšinových náboženství v Sýrii. ",Ano
SM034,12.5.1994,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,,Ali uprchl ze Sýrie kvůli pronásledování ze strany vlády za účast na pokojných protestech za demokracii a lidská práva. V případě návratu do Sýrie se obává o svou bezpečnost a život. ,žádní,"V roce 2012 se vrátil do Sýrie: Ali se vydal na nebezpečnou cestu do Evropy přes Turecko, Řecko a Itálii.","Potvrzení o nezapojení do teroristických aktivit, fotografie z protestů a pronásledování, lékařské zprávy o zraněních utrpěných během protestů",Ano
SM035,2.12.1985,Damašek,Sýrie,"fiktivní adresa, fiktivní země",123456789,,Ahmed uprchl ze Sýrie kvůli pronásledování ze strany vlády za své náboženské přesvědčení a angažovanost v nenásilném aktivismu na podporu lidských práv. V případě návratu do Sýrie se obává o svou bezpečnost a život.,manželka a dvě děti,Ahmed se vydal na nebezpečnou cestu do Evropy přes Turecko a Řecko,"Ahmadín se vrátil do země, kde žije: Potvrzení o nenásilném aktivismu, fotografie z pronásledování, lékařské zprávy o zraněních utrpěných při zatýkání, rodinné dokumenty",Ano
SM036,2.9.1990,Deir ez-Zor,Sýrie,"fiktivní adresa, fiktivní země",123456789,salim.ahmed@email.com,"Salim uprchl ze Sýrie kvůli pronásledování ze strany ISIS, protože je příslušníkem menšinové náboženské skupiny. V případě návratu do Sýrie se obává o svou bezpečnost a život.",rodiče,"Salim je vdovec, který se narodil v roce 1952 v Praze: Salim se vydal na nebezpečnou cestu do Evropy přes Turecko a balkánskou trasu. ","Potvrzení o nezapojení do teroristických aktivit, fotografie z pronásledování, lékařské zprávy o zraněních utrpěných při zatýkání, rodinné dokumenty,",Ano
SM037,11.12.1997,"Idlib, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,mustafa.hamdi@gmail.com,Mustafa uprchl ze Sýrie kvůli pronásledování ze strany vlády za účast na pokojných protestech za demokracii a lidská práva. V případě návratu do Sýrie se obává o svou bezpečnost a život.,Matka,"Mustafa se vydal na nebezpečnou cestu do Evropy přes Turecko, Řecko a Itálii.","Potvrzení o nenásilném aktivismu, fotografie z protestů a pronásledování, lékařské zprávy o zraněních utrpěných během protestů, rodinné dokumenty",Ano
SM038,3.5.1984,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,omar.ali@email.com,Omar uprchl ze Sýrie kvůli pronásledování ze strany vlády za svou účast na nenásilných aktivitách na podporu lidských práv.  V případě návratu do Sýrie se obává o svou bezpečnost a život. ,manželka a děti. ,Omar se vydal na nebezpečnou cestu do Evropy přes Turecko a Řecko. ,"Potvrzení o nenásilném aktivismu, fotografie z pronásledování, lékařské zprávy o zraněních utrpěných při zatýkání",Ano
SM039,15.8.1985,Damašek,Sýrie,"fiktivní adresa, fiktivní země",123456789,omarmahfoud@email.com,Pronásledování jako člena komunity LGBTQ+ v Sýrii.,Žádné,V roce 2013 uprchl do Turecka a před přesídlením do Švédska pobýval 8 let v Istanbulu.," Potvrzení o LGBTQ aktivismu, fotografie z pronásledování, lékařské zprávy o emočním traumatu",Ano
SM040,11.7.1995,Homs,Sýrie,"fiktivní adresa, fiktivní země",123456789,amir.raad@email.com,Amir uprchl ze Sýrie kvůli pronásledování ze strany vlády za účast na pokojných protestech za demokracii a lidská práva. V případě návratu do Sýrie se obává o svou bezpečnost a život.,matka,Amir se vydal na nebezpečnou cestu do Evropy přes Turecko a Řecko.,"Potvrzení o nenásilném aktivismu, fotografie z protestů a pronásledování, lékařské zprávy o zraněních utrpěných během protestů, rodinné dokumenty, podepsané prohlášení.",Ano
SM041,7.12.1994,Aleppo,Sýrie,"fiktivní adresa, fiktivní země",123456789,hassan.ali@email.com,"Hassan uprchl ze Sýrie kvůli pronásledování ze strany ISIS, protože odmítl vstoupit do jejich řad.V případě návratu do Sýrie se obává o svou bezpečnost a život.",Matka a dva mladší sourozenci - bratr a sestra,Hassan se vydal na nebezpečnou cestu do Evropy přes Turecko a Řecko.,"Potvrzení o neúčasti na teroristických aktivitách, fotografie z pronásledování, lékařské zprávy o zraněních utrpěných při zatýkání, rodinné dokumenty",Ano
SM042,9.5.1994,Homs,Sýrie,"fiktivní adresa, fiktivní země",123456789,ali.mohammed@email.com,Ali uprchl ze Sýrie kvůli pronásledování ze strany vlády za jeho politický aktivismus a účast na protestech. V případě návratu do Sýrie se obává o svou bezpečnost a život.,Matka a sourozenci,Ali se vydal na nebezpečnou cestu do Evropy přes Turecko a Řecko.,"Potvrzení o nenásilném aktivismu, fotografie z protestů a pronásledování, lékařské zprávy o zraněních utrpěných během protestů, rodinné dokumenty",Ano
SM043,1.10.1989,"Idlib, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,khaled.ahmed@email.com,Khaled uprchl ze Sýrie kvůli pronásledování ze strany vlády pro svou sexuální orientaci. V případě návratu do Sýrie se obává o svou bezpečnost a život.,Pouze matka,Vydala se na nebezpečnou cestu do Evropy přes Turecko a Řecko.,"Dokumenty: fotografie z pronásledování, lékařské zprávy o citovém traumatu, rodinné dokumenty, podepsané prohlášení.",Ano
SM044,1.3.1998,Hamá,Sýrie,"fiktivní adresa, fiktivní země",123456789,malik.hassan@email.com,Malik uprchl ze Sýrie kvůli pronásledování ze strany vlády za účast na pokojných protestech a politickém aktivismu. V případě návratu do Sýrie se obává o svou bezpečnost a život.,Nikdo,Malik se vydal na nebezpečnou cestu do Evropy přes Turecko a Řecko. ,"Potvrzení o nenásilném aktivismu, fotografie z protestů a pronásledování.",Ano
SM045,13.5.1978,"Rakka, Sýrie",,"fiktivní adresa, fiktivní země",123456789,ahmad.hassan@email.com,Ahmad uprchl ze Sýrie kvůli pronásledování ze strany vlády za účast na pokojných protestech za demokracii a lidská práva. V případě návratu do Sýrie se obává o svou bezpečnost a život,Nikdo,Ahmad se vydal na nebezpečnou cestu do Evropy přes Turecko a Řecko. ,"Potvrzení o nenásilném aktivismu, fotografie z protestů a pronásledování, lékařské zprávy o zraněních utrpěných během protestů",Ano
SM046,3.2.1984,Latakia,Sýrie,"fiktivní adresa, fiktivní země",123456789,faris.ali@email.com,"Faris uprchl ze Sýrie kvůli pronásledování ze strany ISIS, protože je příslušníkem menšinové náboženské skupiny.",Starší matka,"Faris se vydal na nebezpečnou cestu do Evropy přes Turecko,balkánskou trasu a Francii","Potvrzení o neúčasti na teroristických aktivitách, fotografie z pronásledování, lékařské zprávy o zraněních utrpěných při zatýkání",Ano
SW001,17.12.1988,"Aleppo, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,layla.farouq@email.com,Byla jsem svědkem násilí a perzekuce ze strany vládních sil v Sýrii. Účastnila jsem se protestů za lidská práva a demokracii a byla jsem zatčena a mučena. Můj život je v ohrožení a potřebuji mezinárodní ochranu.,"Matka - Fatima Al-Farouq (věk: 55), bratr - Ahmed Al-Farouq (věk: 30)",Utekla jsem ze Sýrie přes Turecko a poté jsem se pokusila dostat do Evropy. Momentálně jsem .,Přikládám kopie lékařských zpráv o zraněních z mučení a zprávy od nevládních organizací zabývajících se lidskými právy.,Ano
SW002,5.1.1985,"Damašek, Sýrie",Sýrie,"fiktivní adresa, fiktivní země",123456789,fatima.mahmoud@email.com,"Moje rodina a já jsme opustili Sýrii poté, co jsme se stali terčem útoků extremistických skupin. Můj manžel byl zavražděn a mé děti jsou v ohrožení. Stále hledáme bezpečné místo pro život.","Syn - Ali Al-Mahmoud (věk: 12), dcera - Leila Al-Mahmoud (věk: 8)","Utekli jsme ze Sýrie do Jordánska a následně jsme cestovali přes Balkán, dokud jsme se nedostali do České republiky.",Přikládám kopie úmrtního listu mého manžela a fotografie z našeho zničeného domova.,Ano
SW003,7.2.2000,Damašek,Sýrie,"fiktivní adresa, fiktivní země",123456789,aya.mahmoud@email.com ,"Aya opustila Sýrii poté, co se stala terčem útoků kvůli své LGBTQ+ identitě. V případě návratu se obává o svou bezpečnost.",Ayin bratr je rovněž ohrožen kvůli své LGBTQ+ identitě.,Aya před příjezdem do Švédska cestovala přes Libanon a Dánsko. ,"Aya má lékařskou zprávu, ve které je podrobně popsána fyzická a emocionální újma, které čelila v Sýrii kvůli své identitě. ",Ano
SW004,26.3.1992,Homs,Sýrie,"fiktivní adresa, fiktivní země",123456789,rana.mahmoud@gmail.com,"Rana žádá o mezinárodní ochranu z důvodu svého členství ve skupině, která se zasazuje o práva žen v Sýrii.V důsledku toho se stala terčem útoků extremistických skupin a v případě návratu do Sýrie se obává o svůj život. ","Ranina sestra Dina, která je rovněž aktivistkou za práva žen, se skrývá a hrozí jí pronásledování ze strany extremistických skupin v Sýrii.","Rana cestovala ze Sýrie do Turecka s převaděčem a poté autobusem do Německa, kde vstoupila na území EU. ","Rana má k dispozici policejní záznamy dokumentující její zatčení a výslechy syrskými úřady kvůli jejímu aktivismu, jakož i zprávy o lidských právech dokumentující pronásledování aktivistů za práva žen v Sýrii. ",Ano
